ComplainantID,CaseMasterID,ComplainantName,AgeYear,Occupation,GenderID
COMP00466,CASE00466,Aryan Nair,22,Government Employee,M
COMP00467,CASE00467,Nakul Randhawa,62,Private Employee,M
COMP00468,CASE00468,Orinder Modi,68,Private Employee,M
COMP00469,CASE00469,Neel Majumdar,28,Private Employee,M
COMP00470,CASE00470,Abhimanyu Chawla,24,Student,M
COMP00471,CASE00471,Damyanti Mohanty,57,Business,F
COMP00472,CASE00472,Theodore Desai,66,Unemployed,M
COMP00473,CASE00473,Andrew Madan,51,Homemaker,M
COMP00474,CASE00474,Vivaan Bose,60,Business,M
COMP00475,CASE00475,Gunbir Kala,46,Student,M
COMP00476,CASE00476,Rachit Sundaram,42,Homemaker,M
COMP00477,CASE00477,Joshua Narayanan,75,Farmer,M
COMP00478,CASE00478,Karan Sanghvi,41,Private Employee,M
COMP00479,CASE00479,Kalpit Sunder,57,Private Employee,M
COMP00480,CASE00480,Girik Palla,63,Government Employee,M
COMP00481,CASE00481,Ayushman Khare,37,Government Employee,M
COMP00482,CASE00482,Dalaja Sagar,45,Business,F
COMP00483,CASE00483,Zayyan Sahni,49,Farmer,M
COMP00484,CASE00484,Robert Chada,44,Homemaker,M
COMP00485,CASE00485,Vedant Vohra,27,Unemployed,M
COMP00486,CASE00486,Hredhaan Keer,55,Private Employee,M
COMP00487,CASE00487,Sathvik Nair,72,Farmer,M
COMP00488,CASE00488,Henry Parmar,62,Government Employee,M
COMP00489,CASE00489,Kai Agrawal,25,Private Employee,M
COMP00490,CASE00490,Henry Talwar,55,Student,M
COMP00491,CASE00491,Jeet Dey,21,Unemployed,M
COMP00492,CASE00492,Faris Kumer,25,Private Employee,M
COMP00493,CASE00493,Shivansh Iyer,47,Student,M
COMP00494,CASE00494,Chasmum Ranganathan,67,Private Employee,F
COMP00495,CASE00495,Indrajit Guha,34,Government Employee,M
COMP00496,CASE00496,Banjeet Borde,70,Unemployed,M
COMP00497,CASE00497,Wridesh Rastogi,52,Student,M
COMP00498,CASE00498,Peter Golla,40,Private Employee,M
COMP00499,CASE00499,Nihal Bansal,50,Private Employee,M
COMP00500,CASE00500,Jatin Andra,24,Government Employee,M
COMP00501,CASE00501,Warjas Hans,59,Unemployed,M
COMP00502,CASE00502,Girindra Venkataraman,37,Farmer,M
COMP00503,CASE00503,Dhruv Deol,39,Unemployed,M
COMP00504,CASE00504,Xavier Patla,31,Business,M
COMP00505,CASE00505,Luke Balay,27,Government Employee,M
COMP00506,CASE00506,Aahana Sharma,52,Private Employee,F
COMP00507,CASE00507,Anusha Bath,40,Business,F
COMP00508,CASE00508,Wridesh Bora,67,Unemployed,M
COMP00509,CASE00509,Kai Srinivas,68,Homemaker,M
COMP00510,CASE00510,Siddharth Sethi,65,Business,M
COMP00511,CASE00511,Wyatt Sankar,49,Private Employee,M
COMP00512,CASE00512,Varenya Rajagopal,24,Unemployed,F
COMP00513,CASE00513,Utkarsh D’Alia,20,Government Employee,M
COMP00514,CASE00514,Bhavna Sunder,51,Homemaker,F
COMP00515,CASE00515,Aradhana Comar,58,Unemployed,F
COMP00516,CASE00516,Nathaniel Saraf,30,Student,M
COMP00517,CASE00517,Abeer Kannan,31,Unemployed,M
COMP00518,CASE00518,Manan Chaudhari,68,Unemployed,M
COMP00519,CASE00519,Omkaar Din,18,Private Employee,M
COMP00520,CASE00520,Jeet Bobal,24,Private Employee,M
COMP00521,CASE00521,Lucky Parmer,55,Student,M
COMP00522,CASE00522,Tanish Kala,24,Private Employee,M
COMP00523,CASE00523,Samarth Doshi,49,Unemployed,M
COMP00524,CASE00524,Henry Kapadia,64,Homemaker,M
COMP00525,CASE00525,Sachi Sibal,62,Government Employee,F
COMP00526,CASE00526,Warhi Lala,25,Business,F
COMP00527,CASE00527,Samar Sengupta,38,Business,M
COMP00528,CASE00528,Anmol Mutti,20,Business,M
COMP00529,CASE00529,Pratyush Murthy,49,Private Employee,M
COMP00530,CASE00530,Yuvraj Agrawal,67,Student,M
COMP00531,CASE00531,Aayush Kari,47,Farmer,M
COMP00532,CASE00532,Henry Hayer,70,Student,M
COMP00533,CASE00533,Gaurav Chadha,22,Student,M
COMP00534,CASE00534,Liam Loyal,61,Farmer,M
COMP00535,CASE00535,Noah Sangha,20,Homemaker,M
COMP00536,CASE00536,Laksh Goda,65,Farmer,M
COMP00537,CASE00537,Harinakshi Pal,47,Business,F
COMP00538,CASE00538,Chakrika Kumer,35,Business,F
COMP00539,CASE00539,Aarav Shah,52,Student,M
COMP00540,CASE00540,Akshay Manda,29,Business,M
COMP00541,CASE00541,Siddharth Srinivasan,61,Farmer,M
COMP00542,CASE00542,Ronith Kibe,63,Government Employee,M
COMP00543,CASE00543,Ikbal Gade,69,Private Employee,M
COMP00544,CASE00544,Yuvraj Gulati,67,Government Employee,M
COMP00545,CASE00545,Orinder Samra,67,Homemaker,M
COMP00546,CASE00546,Sai Mane,45,Student,F
COMP00547,CASE00547,Noah Prasad,33,Private Employee,M
COMP00548,CASE00548,Vyanjana Shroff,68,Student,T
COMP00549,CASE00549,Harrison Bhattacharyya,33,Private Employee,M
COMP00550,CASE00550,Upasna Baria,68,Private Employee,F
COMP00551,CASE00551,Nicholas Natt,56,Student,M
COMP00552,CASE00552,Charan Wason,21,Student,M
COMP00553,CASE00553,Harshil Dhaliwal,52,Business,M
COMP00554,CASE00554,Rishi Krishnan,67,Farmer,M
COMP00555,CASE00555,Zansi Ramaswamy,32,Homemaker,F
COMP00556,CASE00556,Rishi Kakar,24,Homemaker,M
COMP00557,CASE00557,Parth Bhandari,18,Farmer,M
COMP00558,CASE00558,Sai Palla,21,Business,M
COMP00559,CASE00559,Nitesh Dey,72,Private Employee,M
COMP00560,CASE00560,Utkarsh Ram,58,Private Employee,M
COMP00561,CASE00561,Veda Kaul,32,Student,F
COMP00562,CASE00562,Akshay Halder,61,Government Employee,M
COMP00563,CASE00563,Qabil Saraf,63,Homemaker,M
COMP00564,CASE00564,Sai Raju,44,Student,M
COMP00565,CASE00565,Charles Bala,74,Farmer,M
COMP00566,CASE00566,Radha Walia,35,Business,F
COMP00567,CASE00567,Shravya Nair,30,Unemployed,F
COMP00568,CASE00568,Abdul Bhat,75,Unemployed,M
COMP00569,CASE00569,Harrison Yohannan,21,Student,M
COMP00570,CASE00570,Abeer Lad,32,Homemaker,M
COMP00571,CASE00571,Fitan Sant,58,Student,M
COMP00572,CASE00572,Warhi Comar,53,Homemaker,F
COMP00573,CASE00573,Rohan Sandal,70,Farmer,M
COMP00574,CASE00574,Ekalinga Cherian,72,Private Employee,M
COMP00575,CASE00575,Laban Purohit,60,Student,M
COMP00576,CASE00576,Hemang Deo,64,Student,M
COMP00577,CASE00577,Jagrati Hari,34,Unemployed,F
COMP00578,CASE00578,Atharv Savant,22,Government Employee,M
COMP00579,CASE00579,Januja Bhattacharyya,73,Homemaker,F
COMP00580,CASE00580,Quincy Grover,45,Business,M
COMP00581,CASE00581,Harsh Malhotra,69,Government Employee,M
COMP00582,CASE00582,Kalpit Chada,30,Homemaker,M
COMP00583,CASE00583,Bishakha Kapoor,22,Private Employee,F
COMP00584,CASE00584,Ayushman Sarma,28,Private Employee,M
COMP00585,CASE00585,Januja Shanker,69,Student,F
COMP00586,CASE00586,Nicholas Shankar,24,Business,M
COMP00587,CASE00587,Yuvraj Mani,59,Business,M
COMP00588,CASE00588,Oliver Brar,27,Homemaker,M
COMP00589,CASE00589,Zashil Parekh,57,Homemaker,M
COMP00590,CASE00590,Ishaan Shanker,66,Homemaker,M
COMP00591,CASE00591,Omkaar Soni,34,Unemployed,M
COMP00592,CASE00592,Dalbir Borde,42,Private Employee,M
COMP00593,CASE00593,Akshay Narang,29,Private Employee,M
COMP00594,CASE00594,Aarush Dass,38,Private Employee,M
COMP00595,CASE00595,Oscar Grewal,22,Farmer,M
COMP00596,CASE00596,Onveer Babu,69,Homemaker,M
COMP00597,CASE00597,Onkar Raja,60,Homemaker,M
COMP00598,CASE00598,Gagan Patla,62,Private Employee,M
COMP00599,CASE00599,Tarak Tak,42,Student,M
COMP00600,CASE00600,Charles Nayak,19,Unemployed,M
COMP00601,CASE00601,Thomas Kala,21,Government Employee,M
COMP00602,CASE00602,Hritik Batra,59,Unemployed,M
COMP00603,CASE00603,Gautam Sha,62,Business,M
COMP00604,CASE00604,Dakshesh Mody,71,Unemployed,M
COMP00605,CASE00605,Rohan Sankaran,37,Homemaker,M
COMP00606,CASE00606,Faras Anne,67,Private Employee,M
COMP00607,CASE00607,Aashi Shah,23,Private Employee,F
COMP00608,CASE00608,Girindra Buch,26,Government Employee,M
COMP00609,CASE00609,Vincent Gour,22,Private Employee,M
COMP00610,CASE00610,Mitesh Chaudhari,33,Government Employee,M
COMP00611,CASE00611,Mason Khatri,35,Farmer,M
COMP00612,CASE00612,Kritika Thakkar,25,Government Employee,F
COMP00613,CASE00613,Nathan Peri,52,Government Employee,M
COMP00614,CASE00614,Lipika Talwar,18,Government Employee,F
COMP00615,CASE00615,Chatresh Bhatia,48,Homemaker,M
COMP00616,CASE00616,Shaurya Ramaswamy,36,Student,M
COMP00617,CASE00617,Ridhi Comar,20,Unemployed,F
COMP00618,CASE00618,Finn Naidu,44,Unemployed,M
COMP00619,CASE00619,Yatan Mittal,45,Farmer,M
COMP00620,CASE00620,Anita Sandal,33,Homemaker,F
COMP00621,CASE00621,Devansh Lalla,27,Unemployed,M
COMP00622,CASE00622,Rudra Kumar,18,Student,M
COMP00623,CASE00623,Christopher Subramanian,48,Unemployed,M
COMP00624,CASE00624,Vritti Lalla,58,Student,F
COMP00625,CASE00625,Jason Goswami,24,Student,M
COMP00626,CASE00626,Chatura Sunder,36,Business,M
COMP00627,CASE00627,Hitesh Varty,51,Student,M
COMP00628,CASE00628,Viraj Samra,60,Private Employee,M
COMP00629,CASE00629,Andrew Modi,42,Homemaker,M
COMP00630,CASE00630,Darpan Bora,20,Government Employee,M
COMP00631,CASE00631,Lipika Nori,60,Government Employee,F
COMP00632,CASE00632,Noah Bhattacharyya,37,Unemployed,M
COMP00633,CASE00633,Chatresh Saha,43,Private Employee,M
COMP00634,CASE00634,Oscar Merchant,47,Private Employee,M
COMP00635,CASE00635,Rohan Yohannan,57,Farmer,M
COMP00636,CASE00636,Advaith Dara,38,Unemployed,M
COMP00637,CASE00637,Vaishnavi Sawhney,66,Government Employee,F
COMP00638,CASE00638,Warjas Gandhi,19,Student,M
COMP00639,CASE00639,Nisha Manne,34,Homemaker,F
COMP00640,CASE00640,Dayita Sagar,20,Business,F
COMP00641,CASE00641,Wriddhish Dara,66,Student,M
COMP00642,CASE00642,Simon Mutti,32,Private Employee,M
COMP00643,CASE00643,Xavier Chandra,70,Unemployed,M
COMP00644,CASE00644,Avni Kar,63,Business,T
COMP00645,CASE00645,Vedant Suresh,21,Farmer,M
COMP00646,CASE00646,Gunbir Malhotra,65,Homemaker,M
COMP00647,CASE00647,Veer Sundaram,54,Farmer,M
COMP00648,CASE00648,Simon Sen,52,Government Employee,M
COMP00649,CASE00649,Samarth Nagi,47,Farmer,M
COMP00650,CASE00650,Ronith Kota,29,Farmer,M
COMP00651,CASE00651,Vinaya Agarwal,33,Farmer,F
COMP00652,CASE00652,Anmol Kapoor,58,Student,M
COMP00653,CASE00653,Rehaan Chakraborty,67,Homemaker,M
COMP00654,CASE00654,Dev Virk,28,Student,M
COMP00655,CASE00655,Mahika Bali,26,Government Employee,F
COMP00656,CASE00656,Vivaan Ramachandran,54,Unemployed,M
COMP00657,CASE00657,Edhitha Merchant,19,Business,F
COMP00658,CASE00658,Yash Som,47,Private Employee,M
COMP00659,CASE00659,Neha Thaker,50,Farmer,F
COMP00660,CASE00660,Naveen Mangal,71,Business,M
COMP00661,CASE00661,Chatura Behl,67,Private Employee,M
COMP00662,CASE00662,Hemang Trivedi,66,Business,M
COMP00663,CASE00663,Yashasvi Din,30,Unemployed,F
COMP00664,CASE00664,Chaitaly Guha,58,Farmer,F
COMP00665,CASE00665,Chakradev Savant,41,Student,M
COMP00666,CASE00666,Madhav Natarajan,69,Private Employee,M
COMP00667,CASE00667,Neha Banerjee,48,Private Employee,F
COMP00668,CASE00668,Brijesh Tara,34,Student,M
COMP00669,CASE00669,Thomas Char,67,Unemployed,M
COMP00670,CASE00670,Yash Char,25,Farmer,M
COMP00671,CASE00671,Yashasvi Wali,65,Farmer,F
COMP00672,CASE00672,Gaurang Peri,69,Homemaker,M
COMP00673,CASE00673,Krishna Oza,52,Government Employee,M
COMP00674,CASE00674,Laban Lad,54,Private Employee,M
COMP00675,CASE00675,Utkarsh Puri,58,Business,M
COMP00676,CASE00676,Wahab Mahajan,54,Business,M
COMP00677,CASE00677,Chanakya Hans,32,Private Employee,M
COMP00678,CASE00678,Zansi Atwal,73,Business,F
COMP00679,CASE00679,Jacob Sandal,49,Student,M
COMP00680,CASE00680,Rachit Chacko,49,Unemployed,M
COMP00681,CASE00681,Falan Balasubramanian,20,Private Employee,M
COMP00682,CASE00682,Zayyan Prasad,46,Farmer,M
COMP00683,CASE00683,Bhavya Srivastava,37,Farmer,F
COMP00684,CASE00684,Balvan Narayanan,62,Student,M
COMP00685,CASE00685,Arjun Nori,23,Student,M
COMP00686,CASE00686,Ayaan Mall,69,Government Employee,M
COMP00687,CASE00687,Ranbir Kalla,58,Business,M
COMP00688,CASE00688,Pranit Chatterjee,31,Government Employee,M
COMP00689,CASE00689,Jonathan Shenoy,53,Private Employee,M
COMP00690,CASE00690,Faris Srinivas,53,Student,M
COMP00691,CASE00691,Aadi Bahri,43,Student,M
COMP00692,CASE00692,Nitesh D’Alia,60,Student,M
COMP00693,CASE00693,Kavya Thaker,18,Student,F
COMP00694,CASE00694,Hritik Narasimhan,37,Private Employee,M
COMP00695,CASE00695,Bhavika Karpe,59,Homemaker,F
COMP00696,CASE00696,George Pathak,55,Homemaker,M
COMP00697,CASE00697,Shaurya Nayar,61,Unemployed,M
COMP00698,CASE00698,Warjas Salvi,32,Homemaker,M
COMP00699,CASE00699,Timothy Balay,66,Student,M
COMP00700,CASE00700,Warjas Khurana,20,Government Employee,M
COMP00701,CASE00701,Victor Lall,34,Business,M
COMP00702,CASE00702,Avni Khosla,65,Homemaker,F
COMP00703,CASE00703,Bahadurjit Deol,46,Private Employee,M
COMP00704,CASE00704,Chavvi Ram,49,Private Employee,F
COMP00705,CASE00705,Dayamai Gandhi,39,Farmer,T
COMP00706,CASE00706,Yuvraj Bhalla,37,Business,M
COMP00707,CASE00707,Indrajit Jhaveri,52,Homemaker,M
COMP00708,CASE00708,David Oommen,37,Unemployed,M
COMP00709,CASE00709,Anika Setty,46,Unemployed,F
COMP00710,CASE00710,Janaki Sarma,71,Farmer,F
COMP00711,CASE00711,Samuel Goel,40,Student,M
COMP00712,CASE00712,Nihal Taneja,39,Homemaker,M
COMP00713,CASE00713,Rushil Mohanty,48,Farmer,M
COMP00714,CASE00714,Jagdish Karnik,67,Homemaker,M
COMP00715,CASE00715,Kabir Dutt,41,Homemaker,M
COMP00716,CASE00716,Girindra Handa,74,Private Employee,M
COMP00717,CASE00717,Nimrat Gupta,44,Homemaker,F
COMP00718,CASE00718,Chakradev Karnik,24,Farmer,M
COMP00719,CASE00719,Ranbir Zachariah,54,Student,M
COMP00720,CASE00720,Gopal Badal,74,Student,M
COMP00721,CASE00721,Gautam Garg,61,Unemployed,M
COMP00722,CASE00722,Chakradhar Jaggi,39,Student,M
COMP00723,CASE00723,Vihaan Ahuja,54,Homemaker,M
COMP00724,CASE00724,Akshay Jani,28,Student,M
COMP00725,CASE00725,Zehaan Kamdar,31,Private Employee,M
COMP00726,CASE00726,Logan Bhatt,35,Unemployed,M
COMP00727,CASE00727,Frederick Chaudry,31,Business,M
COMP00728,CASE00728,Faraj Dewan,50,Private Employee,M
COMP00729,CASE00729,Pahal Mane,42,Business,F
COMP00730,CASE00730,Arunima Balakrishnan,65,Student,F
COMP00731,CASE00731,Warinder Kaur,45,Student,M
COMP00732,CASE00732,Warinder Narayan,64,Business,M
COMP00733,CASE00733,Falan Kota,73,Unemployed,M
COMP00734,CASE00734,Baljiwan Peri,44,Farmer,M
COMP00735,CASE00735,Frado Kala,26,Student,M
COMP00736,CASE00736,Pallavi Kala,48,Farmer,F
COMP00737,CASE00737,Yagnesh Balakrishnan,73,Student,M
COMP00738,CASE00738,Mahika Nagy,74,Student,F
COMP00739,CASE00739,Upkaar Panchal,41,Student,M
COMP00740,CASE00740,Luke Bandi,59,Government Employee,M
COMP00741,CASE00741,Manthan Dora,75,Homemaker,M
COMP00742,CASE00742,Jeremiah Sabharwal,42,Government Employee,M
COMP00743,CASE00743,Tristan Sastry,55,Government Employee,M
COMP00744,CASE00744,Riya Krishna,69,Homemaker,F
COMP00745,CASE00745,Garima Vohra,22,Unemployed,F
COMP00746,CASE00746,Sudiksha Dara,21,Student,F
COMP00747,CASE00747,Rushil Borde,40,Farmer,M
COMP00748,CASE00748,Rushil Chad,56,Student,M
COMP00749,CASE00749,Abhiram Dora,60,Homemaker,M
COMP00750,CASE00750,Saksham Bali,52,Unemployed,M
COMP00751,CASE00751,Aarini Bal,36,Government Employee,F
COMP00752,CASE00752,Christopher Batta,30,Unemployed,M
COMP00753,CASE00753,Yashawini Kannan,33,Farmer,F
COMP00754,CASE00754,Pushti Ganesh,31,Business,F
COMP00755,CASE00755,Fiyaz Mutti,32,Private Employee,M
COMP00756,CASE00756,Chandran Buch,19,Homemaker,M
COMP00757,CASE00757,Kevin Krishnan,63,Farmer,M
COMP00758,CASE00758,Yahvi Gera,42,Business,F
COMP00759,CASE00759,Ishani Patla,34,Unemployed,F
COMP00760,CASE00760,Finn Roy,18,Student,M
COMP00761,CASE00761,Jacob Sehgal,59,Government Employee,M
COMP00762,CASE00762,Frederick Sehgal,46,Business,M
COMP00763,CASE00763,Rajeshri Vala,38,Homemaker,F
COMP00764,CASE00764,Zehaan Parsa,37,Farmer,M
COMP00765,CASE00765,Yatan Nagar,39,Government Employee,M
COMP00766,CASE00766,Frederick Srinivasan,71,Farmer,M
COMP00767,CASE00767,Udarsh Rajagopalan,42,Homemaker,M
COMP00768,CASE00768,Xiti Gulati,34,Business,F
COMP00769,CASE00769,Yachana Palla,53,Private Employee,F
COMP00770,CASE00770,Nitesh Butala,48,Homemaker,M
COMP00771,CASE00771,Yashasvi Dave,33,Farmer,F
COMP00772,CASE00772,Darpan Ranganathan,55,Unemployed,M
COMP00773,CASE00773,Qadim Char,69,Business,M
COMP00774,CASE00774,Radhika Kothari,34,Government Employee,F
COMP00775,CASE00775,Hemang Dhawan,37,Government Employee,M
COMP00776,CASE00776,Zayan Pingle,18,Private Employee,M
COMP00777,CASE00777,Ryan Ravi,46,Student,M
COMP00778,CASE00778,Kiaan Shanker,37,Government Employee,M
COMP00779,CASE00779,Ronith Dugar,69,Farmer,M
COMP00780,CASE00780,Tanveer Iyer,73,Student,M
COMP00781,CASE00781,Jacob Dua,58,Student,M
COMP00782,CASE00782,Chakradev Peri,19,Unemployed,M
COMP00783,CASE00783,Rushil Tella,32,Unemployed,M
COMP00784,CASE00784,Faqid Vaidya,26,Government Employee,M
COMP00785,CASE00785,Abdul Bhat,74,Farmer,M
COMP00786,CASE00786,Barkha Datta,20,Farmer,F
COMP00787,CASE00787,Gavin Vala,63,Private Employee,M
COMP00788,CASE00788,Onveer Tiwari,44,Government Employee,M
COMP00789,CASE00789,Eshana Sachdeva,67,Business,F
COMP00790,CASE00790,Bakhshi Sehgal,52,Homemaker,M
COMP00791,CASE00791,Avi Kamdar,51,Homemaker,M
COMP00792,CASE00792,Theodore Sabharwal,74,Business,M
COMP00793,CASE00793,Utkarsh Sidhu,70,Homemaker,M
COMP00794,CASE00794,Ishaan Kothari,34,Homemaker,M
COMP00795,CASE00795,Chanakya Mallick,37,Business,M
COMP00796,CASE00796,Gaurav Bumb,44,Government Employee,M
COMP00797,CASE00797,Qarin Ramaswamy,25,Student,M
COMP00798,CASE00798,Varenya Edwin,54,Student,F
COMP00799,CASE00799,Hardik Shanker,25,Student,M
COMP00800,CASE00800,Warinder Subramanian,30,Homemaker,M
COMP00801,CASE00801,Manan Sarna,53,Business,M
COMP00802,CASE00802,Victor Comar,18,Farmer,M
COMP00803,CASE00803,Viraj Ganguly,62,Farmer,M
COMP00804,CASE00804,Elijah Sarna,49,Private Employee,M
COMP00805,CASE00805,Alexander Sharma,23,Government Employee,M
COMP00806,CASE00806,Jhalak Chopra,27,Unemployed,F
COMP00807,CASE00807,Rudra Uppal,63,Unemployed,M
COMP00808,CASE00808,Xavier Bains,23,Unemployed,M
COMP00809,CASE00809,Udyati Thakur,41,Private Employee,F
COMP00810,CASE00810,Noah Ratta,35,Farmer,M
COMP00811,CASE00811,Daksh Parekh,51,Student,M
COMP00812,CASE00812,Yug Bhalla,60,Homemaker,M
COMP00813,CASE00813,Qasim Dara,21,Homemaker,M
COMP00814,CASE00814,Aashi Merchant,43,Student,F
COMP00815,CASE00815,Dhruv Kumer,47,Private Employee,M
COMP00816,CASE00816,Ranveer Bhat,19,Homemaker,M
COMP00817,CASE00817,Harsh Chanda,28,Student,M
COMP00818,CASE00818,Ikbal Devi,54,Student,M
COMP00819,CASE00819,Chatresh Buch,28,Homemaker,M
COMP00820,CASE00820,Andrew Kala,73,Unemployed,M
COMP00821,CASE00821,Abdul Balasubramanian,48,Business,M
COMP00822,CASE00822,Abha Mistry,39,Private Employee,F
COMP00823,CASE00823,Kiaan Kapur,69,Government Employee,M
COMP00824,CASE00824,Peter Patel,54,Private Employee,M
COMP00825,CASE00825,Veer Bumb,49,Government Employee,M
COMP00826,CASE00826,Bhanumati Palla,62,Business,F
COMP00827,CASE00827,Shivansh Suresh,52,Unemployed,M
COMP00828,CASE00828,Falan Gokhale,45,Farmer,M
COMP00829,CASE00829,Yoshita Zacharia,73,Private Employee,F
COMP00830,CASE00830,Andrew Dube,56,Government Employee,M
COMP00831,CASE00831,Kalpit Bir,43,Student,M
COMP00832,CASE00832,Vivaan Dalal,65,Unemployed,M
COMP00833,CASE00833,Joshua Sengupta,50,Unemployed,M
COMP00834,CASE00834,Onkar Menon,58,Student,M
COMP00835,CASE00835,Ayushman Nigam,41,Farmer,M
COMP00836,CASE00836,Quincy Varkey,54,Student,M
COMP00837,CASE00837,Mohammed Bahri,72,Student,M
COMP00838,CASE00838,Anmol Venkatesh,19,Business,M
COMP00839,CASE00839,Qabil Kumar,22,Business,M
COMP00840,CASE00840,Tanish Om,25,Homemaker,M
COMP00841,CASE00841,Robert Dey,53,Unemployed,M
COMP00842,CASE00842,Lakshit Gaba,26,Government Employee,M
COMP00843,CASE00843,Ishwar Maharaj,27,Business,M
COMP00844,CASE00844,Sai Patla,18,Homemaker,M
COMP00845,CASE00845,Isaiah Agate,59,Homemaker,M
COMP00846,CASE00846,Balhaar Butala,48,Business,M
COMP00847,CASE00847,Maanav Rai,28,Business,M
COMP00848,CASE00848,Qushi Bedi,39,Business,F
COMP00849,CASE00849,Ladli Bakshi,58,Private Employee,F
COMP00850,CASE00850,Ojasvi Khurana,69,Farmer,F
COMP00851,CASE00851,Orinder Chahal,71,Government Employee,M
COMP00852,CASE00852,Vaishnavi Sekhon,59,Student,F
COMP00853,CASE00853,Benjamin Goda,56,Government Employee,M
COMP00854,CASE00854,Vansha Ramesh,75,Homemaker,F
COMP00855,CASE00855,Chandresh Thaman,71,Student,M
COMP00856,CASE00856,Thomas Manne,72,Farmer,M
COMP00857,CASE00857,Yashica Dyal,37,Government Employee,T
COMP00858,CASE00858,Jeremiah Muni,69,Student,M
COMP00859,CASE00859,Anika Majumdar,55,Student,F
COMP00860,CASE00860,Nathan Parmar,26,Private Employee,M
COMP00861,CASE00861,Advay Butala,51,Business,M
COMP00862,CASE00862,Ronith Sinha,22,Government Employee,M
COMP00863,CASE00863,Ekbal Keer,54,Homemaker,M
COMP00864,CASE00864,Yutika Bobal,64,Student,F
COMP00865,CASE00865,Yuvraj Bhargava,59,Student,M
COMP00866,CASE00866,Aryan Soman,47,Student,M
COMP00867,CASE00867,Harrison Thakkar,66,Private Employee,M
COMP00868,CASE00868,Jai Krish,58,Private Employee,M
COMP00869,CASE00869,Rushil Banik,74,Private Employee,M
COMP00870,CASE00870,Harinakshi Bumb,57,Student,F
COMP00871,CASE00871,Kevin Ramanathan,28,Business,M
COMP00872,CASE00872,Saumya Krishnamurthy,42,Private Employee,F
COMP00873,CASE00873,Azad Mannan,39,Student,M
COMP00874,CASE00874,Siddharth Chadha,72,Private Employee,M
COMP00875,CASE00875,Vedant Parsa,51,Homemaker,M
COMP00876,CASE00876,Yagnesh Iyer,20,Homemaker,M
COMP00877,CASE00877,Kiaan Sibal,54,Farmer,M
COMP00878,CASE00878,Oliver Sharma,32,Private Employee,M
COMP00879,CASE00879,Hemangini Gandhi,59,Farmer,F
COMP00880,CASE00880,Ayaan Dube,26,Private Employee,M
COMP00881,CASE00881,Udarsh Basak,73,Student,M
COMP00882,CASE00882,Tripti Kumar,58,Farmer,F
COMP00883,CASE00883,Champak Yohannan,54,Private Employee,M
COMP00884,CASE00884,Jai Bhargava,22,Student,M
COMP00885,CASE00885,Onkar Brahmbhatt,48,Government Employee,M
COMP00886,CASE00886,Frado Subramaniam,26,Private Employee,M
COMP00887,CASE00887,Devika Varkey,43,Student,F
COMP00888,CASE00888,Ekapad Bhakta,62,Homemaker,M
COMP00889,CASE00889,Hemang De,41,Private Employee,M
COMP00890,CASE00890,Theodore Sharma,20,Government Employee,M
COMP00891,CASE00891,Wahab Parsa,56,Government Employee,M
COMP00892,CASE00892,Balendra Saraf,66,Farmer,M
COMP00893,CASE00893,Ikbal Dhillon,35,Homemaker,M
COMP00894,CASE00894,Farhan Sabharwal,21,Farmer,M
COMP00895,CASE00895,Teerth Contractor,27,Student,M
COMP00896,CASE00896,Zashil Keer,63,Farmer,M
COMP00897,CASE00897,David Wable,29,Homemaker,M
COMP00898,CASE00898,Chatresh Sethi,37,Farmer,M
COMP00899,CASE00899,Isaiah Som,73,Private Employee,M
COMP00900,CASE00900,Banjeet Ravel,68,Farmer,M
COMP00901,CASE00901,Varenya Master,58,Farmer,F
COMP00902,CASE00902,Siddharth Srinivas,26,Business,M
COMP00903,CASE00903,Ridhi Kalla,31,Private Employee,F
COMP00904,CASE00904,Udarsh Yohannan,65,Private Employee,M
COMP00905,CASE00905,Lakshit Upadhyay,37,Government Employee,M
COMP00906,CASE00906,Parth Singhal,52,Unemployed,M
COMP00907,CASE00907,Jack Varughese,68,Homemaker,M
COMP00908,CASE00908,Teerth Jain,38,Business,M
COMP00909,CASE00909,Gautam Dora,44,Unemployed,M
COMP00910,CASE00910,Faraj Aggarwal,48,Homemaker,M
COMP00911,CASE00911,Unni Menon,40,Government Employee,F
COMP00912,CASE00912,Netra Sarkar,19,Homemaker,F
COMP00913,CASE00913,Mason Merchant,45,Homemaker,M
COMP00914,CASE00914,Radha Pai,65,Private Employee,F
COMP00915,CASE00915,Umang Desai,67,Government Employee,M
COMP00916,CASE00916,Yug Khalsa,18,Farmer,M
COMP00917,CASE00917,Ekavir Brahmbhatt,27,Business,M
COMP00918,CASE00918,Dhruv Goswami,54,Farmer,M
COMP00919,CASE00919,Darpan Din,58,Farmer,M
COMP00920,CASE00920,Ekansh Keer,71,Student,M
COMP00921,CASE00921,Gabriel Sekhon,73,Homemaker,M
COMP00922,CASE00922,Laban Chowdhury,37,Government Employee,M
COMP00923,CASE00923,Krish Mitter,49,Government Employee,M
COMP00924,CASE00924,Brinda Pau,63,Private Employee,F
COMP00925,CASE00925,Atharv Shroff,60,Farmer,M
COMP00926,CASE00926,Rishi Munshi,36,Government Employee,M
COMP00927,CASE00927,Qarin Sunder,25,Student,M
COMP00928,CASE00928,Imaran Karnik,56,Government Employee,M
