VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
VIC00514,CASE00412,Brijesh Sharma,35,M,0
VIC00515,CASE00412,Karan Palan,39,M,0
VIC00516,CASE00413,Shaurya Rau,51,M,0
VIC00517,CASE00414,Aarav Zachariah,47,M,0
VIC00518,CASE00414,Sarthak Jayaraman,77,M,0
VIC00519,CASE00415,Ishwar Seth,20,M,0
VIC00520,CASE00416,Noah Gour,74,M,0
VIC00521,CASE00417,Jai Sethi,48,M,0
VIC00522,CASE00418,Onveer Dutt,28,M,0
VIC00523,CASE00419,Ekavir Bava,55,M,0
VIC00524,CASE00419,Maanav Contractor,50,M,0
VIC00525,CASE00420,Saksham Krishnamurthy,36,M,0
VIC00526,CASE00421,Nachiket Barman,78,M,0
VIC00527,CASE00422,Hemani Din,33,F,0
VIC00528,CASE00423,Abdul Iyengar,78,M,0
VIC00529,CASE00424,Jeet Badal,26,M,0
VIC00530,CASE00425,Victor Jhaveri,46,M,0
VIC00531,CASE00426,Girindra Ray,48,M,0
VIC00532,CASE00427,Gopal Balasubramanian,48,M,0
VIC00533,CASE00427,Yatin Saini,78,M,0
VIC00534,CASE00428,Tejas Manda,80,M,0
VIC00535,CASE00429,Meghana Saran,33,F,0
VIC00536,CASE00430,Karan Magar,52,M,0
VIC00537,CASE00431,Kevin Pingle,69,M,0
VIC00538,CASE00432,Oscar Saran,55,M,0
VIC00539,CASE00433,Laksh Sant,67,M,0
VIC00540,CASE00434,Shivani Raj,76,F,0
VIC00541,CASE00435,Krishna Bora,46,M,0
VIC00542,CASE00436,Matthew Bumb,41,M,0
VIC00543,CASE00436,Anika Apte,33,F,0
VIC00544,CASE00437,Viraj Patla,20,M,0
VIC00545,CASE00438,Yasti Talwar,19,F,0
VIC00546,CASE00439,Darsh Mani,26,M,0
VIC00547,CASE00439,Aarush Sawhney,71,M,0
VIC00548,CASE00440,Guneet Joshi,39,M,0
VIC00549,CASE00441,Anay Krish,51,M,0
VIC00550,CASE00442,Teerth Wable,16,M,0
VIC00551,CASE00443,Avi Talwar,18,M,0
VIC00552,CASE00444,Vasatika Chaudhuri,30,F,0
VIC00553,CASE00445,Alexander Kaur,27,M,0
VIC00554,CASE00446,Viraj Ghose,32,M,0
VIC00555,CASE00447,Wazir Yadav,72,M,0
VIC00556,CASE00447,Jai Ben,59,M,0
VIC00557,CASE00448,Bhavna Chahal,10,F,0
VIC00558,CASE00448,Ekansh Murthy,39,M,0
VIC00559,CASE00449,Jagat Chakrabarti,18,M,0
VIC00560,CASE00450,Ekantika Savant,16,F,0
VIC00561,CASE00451,Dakshesh Srinivasan,27,M,0
VIC00562,CASE00452,Abdul Chaudry,72,M,0
VIC00563,CASE00452,Keya Iyengar,20,F,0
VIC00564,CASE00453,Nachiket Panchal,21,M,0
VIC00565,CASE00453,Elijah Nath,5,M,0
VIC00566,CASE00454,Harish Ben,35,M,0
VIC00567,CASE00455,Gagan Varty,22,M,0
VIC00568,CASE00456,Joshua Trivedi,59,M,0
VIC00569,CASE00457,Ronith Bhasin,46,M,0
VIC00570,CASE00457,Anita Choudhury,79,F,0
VIC00571,CASE00458,Prisha Varghese,62,F,0
VIC00572,CASE00458,Peter Sastry,40,M,0
VIC00573,CASE00459,Ira Oak,22,F,0
VIC00574,CASE00460,Kalpit Sawhney,70,M,0
VIC00575,CASE00460,Aryan Ghose,40,M,0
VIC00576,CASE00461,Christopher Chandra,59,M,0
VIC00577,CASE00462,Janani Kohli,45,F,0
VIC00578,CASE00463,Dakshesh Bir,21,M,0
VIC00579,CASE00464,Bhavna Dyal,20,F,0
VIC00580,CASE00465,Charvi Shan,59,F,0
VIC00581,CASE00466,Mohammed Venkataraman,5,M,0
VIC00582,CASE00467,Yagnesh Warrior,44,M,0
VIC00583,CASE00468,Yagnesh Basu,80,M,0
VIC00584,CASE00469,Utkarsh Bansal,35,M,0
VIC00585,CASE00470,Andrew Badal,19,M,0
VIC00586,CASE00471,Adweta Chad,13,F,0
VIC00587,CASE00472,Ishaan Parmar,48,M,0
VIC00588,CASE00473,Matthew Deol,31,M,0
VIC00589,CASE00473,Gautam Dani,59,M,0
VIC00590,CASE00474,Lucky Borde,41,M,0
VIC00591,CASE00475,Shaurya Warrior,71,M,0
VIC00592,CASE00476,Pranav Hayer,67,M,0
VIC00593,CASE00476,Nachiket Sankar,33,M,0
VIC00594,CASE00477,Ayaan Mody,61,M,0
VIC00595,CASE00477,Tarak Shanker,42,M,0
VIC00596,CASE00478,Max Sachar,5,M,0
VIC00597,CASE00478,Mason Savant,70,M,0
VIC00598,CASE00479,Nidhi Tank,41,F,0
VIC00599,CASE00480,Daksha Char,13,F,0
VIC00600,CASE00481,Tanmayi Toor,27,F,0
VIC00601,CASE00482,Ekbal Sagar,29,M,0
VIC00602,CASE00483,Hitesh Manne,23,M,0
VIC00603,CASE00484,Shivansh Korpal,16,M,0
VIC00604,CASE00485,Manan Puri,6,M,0
VIC00605,CASE00486,Darsh Sinha,58,M,0
VIC00606,CASE00487,David Wadhwa,31,M,0
VIC00607,CASE00488,Viraj Dhaliwal,73,M,0
VIC00608,CASE00488,Naksh Krishna,65,M,0
VIC00609,CASE00489,Neel Mital,16,M,0
VIC00610,CASE00489,Upkaar Doctor,27,M,0
VIC00611,CASE00490,Zilmil Cheema,66,F,0
VIC00612,CASE00491,Chaitanya Gole,51,M,0
VIC00613,CASE00491,Hemang Bhatti,39,M,0
VIC00614,CASE00492,Anmol Halder,24,M,0
VIC00615,CASE00492,Nidhi Chokshi,9,F,0
VIC00616,CASE00493,Wriddhish Lata,16,M,0
VIC00617,CASE00494,Robert Sibal,75,M,0
VIC00618,CASE00494,Onkar Mody,18,M,0
VIC00619,CASE00495,Finn Pandey,28,M,0
VIC00620,CASE00495,Zehaan Som,20,M,0
VIC00621,CASE00496,Imaran Banik,63,M,0
VIC00622,CASE00496,Timothy Zachariah,30,M,0
VIC00623,CASE00497,Chandani Comar,32,F,0
VIC00624,CASE00497,Yashoda Baral,79,F,0
VIC00625,CASE00498,Omisha Babu,8,F,0
VIC00626,CASE00499,Anmol Kanda,24,M,0
VIC00627,CASE00500,Vihaan Tata,26,M,0
VIC00628,CASE00501,Yash Goswami,46,M,0
VIC00629,CASE00502,Tanay Lanka,35,M,0
VIC00630,CASE00503,Gaurav Sidhu,26,M,0
VIC00631,CASE00504,Atharv Sathe,36,M,0
VIC00632,CASE00505,Hredhaan Arora,44,M,0
VIC00633,CASE00506,Tarak Taneja,67,M,0
VIC00634,CASE00507,Orinder Agarwal,68,M,0
VIC00635,CASE00507,Indrajit Kapur,55,M,0
VIC00636,CASE00508,Fariq Date,7,M,0
VIC00637,CASE00509,Robert Viswanathan,37,M,0
VIC00638,CASE00510,Samaksh Venkatesh,19,M,0
VIC00639,CASE00510,Bachittar Thakkar,62,M,0
VIC00640,CASE00511,Charan Dasgupta,78,M,0
VIC00641,CASE00511,David Kara,13,M,0
VIC00642,CASE00512,Azad Butala,36,M,0
VIC00643,CASE00513,Elijah Parikh,68,M,0
VIC00644,CASE00513,Vivaan Wali,32,M,0
VIC00645,CASE00514,Gaurang Mitter,46,M,0
VIC00646,CASE00514,Yatan Chandra,76,M,0
VIC00647,CASE00515,Nitesh Bath,8,M,0
VIC00648,CASE00516,Zaid Chadha,51,M,0
VIC00649,CASE00517,Teerth Narasimhan,11,M,0
VIC00650,CASE00517,Nakul Goel,27,M,0
VIC00651,CASE00518,Dhriti Dhillon,38,F,0
VIC00652,CASE00519,Wyatt Nagarajan,64,M,0
VIC00653,CASE00519,Lucky Mohan,69,M,0
VIC00654,CASE00520,Ishwar Rai,31,M,0
VIC00655,CASE00520,Balendra Garg,52,M,0
VIC00656,CASE00521,Shaurya Hora,73,M,0
VIC00657,CASE00522,Daksha Deshmukh,10,F,0
VIC00658,CASE00522,Ekapad Viswanathan,40,M,0
VIC00659,CASE00523,Abeer Kakar,54,M,0
VIC00660,CASE00524,Dipta Cherian,78,F,0
VIC00661,CASE00525,Praneel Karan,13,M,0
VIC00662,CASE00526,Chasmum Setty,25,F,0
VIC00663,CASE00527,Ekta Saran,78,F,0
VIC00664,CASE00528,Rudra Dash,24,M,0
VIC00665,CASE00529,Balveer Kapadia,80,M,0
VIC00666,CASE00530,Ranveer Natarajan,16,M,0
VIC00667,CASE00531,Hitesh Pandya,40,M,0
VIC00668,CASE00532,Ekavir Anand,30,M,0
VIC00669,CASE00533,Advaith Koshy,65,M,0
VIC00670,CASE00534,Ekavir Varma,80,M,0
VIC00671,CASE00535,Benjamin Sarna,19,M,0
VIC00672,CASE00535,Charles Ganguly,11,M,0
VIC00673,CASE00536,Balvan Hora,19,M,0
VIC00674,CASE00537,Wazir Tella,63,M,0
VIC00675,CASE00538,Timothy Banerjee,22,M,0
VIC00676,CASE00538,Daksh Sha,16,M,0
VIC00677,CASE00539,Ishaan Ramanathan,56,M,0
VIC00678,CASE00540,Anmol Nagy,28,M,0
VIC00679,CASE00541,Charan Balasubramanian,9,M,0
VIC00680,CASE00542,Victor Bhardwaj,48,M,0
VIC00681,CASE00542,Lucky Nagar,72,M,0
VIC00682,CASE00543,Ladli Kapoor,30,F,0
VIC00683,CASE00543,Gaurangi Modi,32,F,0
VIC00684,CASE00544,Dev Pathak,29,M,0
VIC00685,CASE00545,Azaan Magar,31,M,0
VIC00686,CASE00545,Yagnesh Solanki,27,M,0
VIC00687,CASE00546,Gavin Dewan,43,M,0
VIC00688,CASE00546,Vedant Sarin,18,M,0
VIC00689,CASE00547,Chandran Hegde,41,M,0
VIC00690,CASE00548,Nihal Gera,41,M,0
VIC00691,CASE00549,Janya Mutti,55,F,0
VIC00692,CASE00550,Pavani Madan,6,F,0
VIC00693,CASE00551,Ekanta Sandal,24,F,0
VIC00694,CASE00552,Quincy Bhardwaj,7,M,0
VIC00695,CASE00553,Chaitanya Sarin,51,M,0
VIC00696,CASE00554,Dev Dayal,13,M,0
VIC00697,CASE00555,Divya Som,32,F,0
VIC00698,CASE00556,Manthan Buch,79,M,0
VIC00699,CASE00557,Ira Narayan,17,F,0
VIC00700,CASE00557,Frederick Yohannan,63,M,0
VIC00701,CASE00558,Wriddhish Narang,29,M,0
VIC00702,CASE00559,Anita Buch,75,F,0
VIC00703,CASE00559,Dhruv Buch,51,M,0
VIC00704,CASE00560,Harsh Kohli,21,M,0
VIC00705,CASE00560,Vedant Krish,8,M,0
VIC00706,CASE00561,Gaurangi Pandya,24,F,0
VIC00707,CASE00562,Timothy Thakur,66,M,0
VIC00708,CASE00563,Nicholas Roy,51,M,0
VIC00709,CASE00564,Jack Sood,76,M,0
VIC00710,CASE00565,Pranit Bajwa,26,M,0
VIC00711,CASE00565,Harish Gandhi,12,M,0
VIC00712,CASE00566,Anthony Dewan,15,M,0
VIC00713,CASE00566,Yash Chander,80,M,0
VIC00714,CASE00567,Veer Zacharia,21,M,0
VIC00715,CASE00568,Rajeshri Datta,72,F,0
VIC00716,CASE00569,Abhiram Jaggi,38,M,0
VIC00717,CASE00570,Chandani Menon,5,F,0
VIC00718,CASE00571,Girik Rege,41,M,0
VIC00719,CASE00572,Gaurang Deep,20,M,0
VIC00720,CASE00573,Joshua Khatri,56,M,0
VIC00721,CASE00574,Harrison Narayan,62,M,0
VIC00722,CASE00574,Jack Ramaswamy,44,M,0
VIC00723,CASE00575,Harshil Sethi,80,M,0
VIC00724,CASE00576,Avi Nadkarni,59,M,0
VIC00725,CASE00577,Mitali Brahmbhatt,37,F,0
VIC00726,CASE00578,Yashoda Choudhary,22,F,0
VIC00727,CASE00578,Manya Golla,37,F,0
VIC00728,CASE00579,Karan Iyer,19,M,0
VIC00729,CASE00579,Krish Badami,12,M,0
VIC00730,CASE00580,Ekantika Sinha,70,F,0
VIC00731,CASE00581,Aryan Sarkar,8,M,0
VIC00732,CASE00582,Brijesh Thaker,17,M,0
VIC00733,CASE00582,Nihal Yadav,40,M,0
VIC00734,CASE00583,Onveer Bhatia,59,M,0
VIC00735,CASE00584,Ojas Om,71,M,0
VIC00736,CASE00585,Dayamai Ganesan,51,F,0
VIC00737,CASE00586,Advik Shenoy,80,M,0
VIC00738,CASE00586,Shivansh Dhaliwal,18,M,0
VIC00739,CASE00587,Ayushman Mammen,64,M,0
VIC00740,CASE00588,Onveer Baria,10,M,0
VIC00741,CASE00589,Rushil Madan,36,M,0
VIC00742,CASE00589,Warjas Hora,34,M,0
VIC00743,CASE00590,Darsh Nayar,11,M,0
VIC00744,CASE00591,Gabriel Sandal,72,M,0
VIC00745,CASE00592,Fiyaz Ratti,30,M,0
VIC00746,CASE00593,Rohan Sood,30,M,0
VIC00747,CASE00593,Victor Dave,77,M,0
VIC00748,CASE00594,Ansh Kunda,73,M,0
VIC00749,CASE00594,Meera Arora,50,F,0
VIC00750,CASE00595,Jeet Wable,59,M,0
VIC00751,CASE00595,Lucky Barad,68,M,0
VIC00752,CASE00596,Dakshesh Vohra,76,M,0
VIC00753,CASE00597,Vincent Dass,30,M,0
VIC00754,CASE00598,Neel Joshi,61,M,0
VIC00755,CASE00598,Chakrika Kaur,60,F,0
VIC00756,CASE00599,Mitesh Hans,24,M,0
VIC00757,CASE00599,Frederick Wable,79,M,0
VIC00758,CASE00600,Ekavir Buch,22,M,0
VIC00759,CASE00601,Praneel Ratta,12,M,0
VIC00760,CASE00601,Leena Natarajan,56,F,0
VIC00761,CASE00602,Arjun Sachar,44,M,0
VIC00762,CASE00602,Ishita Kalla,80,F,0
VIC00763,CASE00603,Faris Sawhney,19,M,0
VIC00764,CASE00604,Dakshesh Vaidya,67,M,0
VIC00765,CASE00605,Vedant Vyas,37,M,0
VIC00766,CASE00605,Advik Sarna,38,M,0
VIC00767,CASE00606,Kai Vig,75,M,0
VIC00768,CASE00607,Watika Sehgal,77,F,0
VIC00769,CASE00608,Gagan Dubey,45,M,0
VIC00770,CASE00609,Jack Agarwal,13,M,0
VIC00771,CASE00610,Anika Garg,10,F,0
VIC00772,CASE00611,Omkaar Lalla,69,M,0
VIC00773,CASE00612,Varenya Dalal,43,F,0
VIC00774,CASE00613,Nidra Mander,55,F,0
VIC00775,CASE00613,Idika Nagar,72,F,0
VIC00776,CASE00614,Aarnav Saran,13,M,0
VIC00777,CASE00614,Yatin Kapadia,80,M,0
VIC00778,CASE00615,Harrison Datta,58,M,0
VIC00779,CASE00615,Ikbal Thakkar,76,M,0
VIC00780,CASE00616,Abhimanyu Saraf,53,M,0
VIC00781,CASE00617,Devansh Ganesh,67,M,0
VIC00782,CASE00618,Watika Randhawa,67,F,0
VIC00783,CASE00619,Avi Basak,36,M,0
VIC00784,CASE00619,Ishwar Gala,27,M,0
VIC00785,CASE00620,Darsh Loke,31,M,0
VIC00786,CASE00621,Indrajit Grewal,19,M,0
VIC00787,CASE00622,Vrishti Menon,13,F,0
VIC00788,CASE00622,Charles Malhotra,38,M,0
VIC00789,CASE00623,Chameli Randhawa,22,F,0
VIC00790,CASE00624,Om Saran,11,M,0
VIC00791,CASE00625,Pooja Varkey,74,F,0
VIC00792,CASE00625,Vaishnavi Deshmukh,18,F,0
VIC00793,CASE00626,Zayan Apte,25,M,0
VIC00794,CASE00627,Samesh Sule,38,M,0
VIC00795,CASE00628,Oni Sha,74,F,0
VIC00796,CASE00629,Vedant Lanka,78,M,0
VIC00797,CASE00630,Idika Bora,19,F,0
VIC00798,CASE00630,Saksham Mandal,61,M,0
VIC00799,CASE00631,Qasim Chopra,73,M,0
VIC00800,CASE00632,Urvi Chahal,70,F,0
VIC00801,CASE00633,Vasana Patla,14,F,0
VIC00802,CASE00634,Sai Chokshi,43,F,0
VIC00803,CASE00634,Noah Dayal,25,M,0
VIC00804,CASE00635,Quincy Memon,50,M,0
VIC00805,CASE00636,Zayan Kaur,61,M,0
VIC00806,CASE00637,Warjas Mammen,6,M,0
VIC00807,CASE00638,Wriddhish Walla,8,M,0
VIC00808,CASE00639,Aarush Sridhar,58,M,0
VIC00809,CASE00640,Advik Jaggi,16,M,0
VIC00810,CASE00640,Bhavani Mohanty,28,F,0
VIC00811,CASE00641,Pranit Shan,15,M,0
VIC00812,CASE00642,Dhruv Balay,16,M,0
VIC00813,CASE00643,Janya Kibe,70,F,0
VIC00814,CASE00644,Mitesh Rao,80,M,0
VIC00815,CASE00644,Umang Dalal,26,M,0
VIC00816,CASE00645,Veer Dyal,69,M,0
VIC00817,CASE00645,Hritik Lall,55,M,0
VIC00818,CASE00646,Luke Parikh,11,M,0
VIC00819,CASE00646,Rudra Kothari,80,M,0
VIC00820,CASE00647,Alexander Sur,20,M,0
VIC00821,CASE00648,Nisha Sachar,16,F,0
VIC00822,CASE00649,Pranav Borde,59,M,0
VIC00823,CASE00649,Max Panchal,75,M,0
VIC00824,CASE00650,Balveer Bhattacharyya,41,M,0
VIC00825,CASE00651,Zashil Deo,53,M,0
VIC00826,CASE00652,Maanav Goda,63,M,0
VIC00827,CASE00653,Rachit Saini,10,M,0
VIC00828,CASE00653,Chasmum Bhasin,58,F,0
VIC00829,CASE00654,Yachana Chander,53,F,0
VIC00830,CASE00655,Mitesh Setty,38,M,0
VIC00831,CASE00655,Divya Mohan,59,F,0
VIC00832,CASE00656,Parth Chatterjee,70,M,0
VIC00833,CASE00657,Oliver Krish,61,M,0
VIC00834,CASE00658,Parth Warrior,48,M,0
VIC00835,CASE00659,Girik Tailor,25,M,0
VIC00836,CASE00660,Ayushman Varkey,36,M,0
VIC00837,CASE00661,Laksh Narasimhan,74,M,0
VIC00838,CASE00661,Harrison Bera,69,M,0
VIC00839,CASE00662,Krish Malhotra,56,M,0
VIC00840,CASE00663,Krish Balay,60,M,0
VIC00841,CASE00664,Jagvi Kamdar,55,F,0
VIC00842,CASE00665,Luke Boase,72,M,0
VIC00843,CASE00665,Azad Sehgal,78,M,0
VIC00844,CASE00666,Jatin Singh,13,M,0
VIC00845,CASE00667,Pranit Mallick,32,M,0
VIC00846,CASE00668,Onkar Vig,36,M,0
VIC00847,CASE00669,Wyatt Gala,25,M,0
VIC00848,CASE00670,Darpan Sidhu,18,M,0
VIC00849,CASE00671,Lucky Tandon,57,M,0
VIC00850,CASE00672,Darsh Agarwal,36,M,0
VIC00851,CASE00673,Upma Warrior,46,F,0
VIC00852,CASE00674,Anirudh Anne,7,M,0
VIC00853,CASE00675,Ekapad Sawhney,40,M,0
VIC00854,CASE00676,Max Chakrabarti,38,M,0
VIC00855,CASE00677,Ishaan Hegde,59,M,0
VIC00856,CASE00678,Timothy Biswas,29,M,0
VIC00857,CASE00679,Gagan Patel,77,M,0
VIC00858,CASE00680,Tarak Johal,13,M,0
VIC00859,CASE00680,Banjeet Patil,66,M,0
VIC00860,CASE00681,Benjamin Kala,21,M,0
VIC00861,CASE00682,Parth Badami,78,M,0
VIC00862,CASE00683,Frederick Lalla,5,M,0
VIC00863,CASE00684,Ayaan Nagy,75,M,0
VIC00864,CASE00684,Kabir Divan,39,M,0
VIC00865,CASE00685,Anthony Tank,57,M,0
VIC00866,CASE00686,Ojasvi Kaul,46,F,0
VIC00867,CASE00687,Chaaya Kamdar,53,F,0
VIC00868,CASE00688,Harrison Narayanan,73,M,0
VIC00869,CASE00689,Advik Oza,79,M,0
VIC00870,CASE00690,Gavin Narayanan,75,M,0
VIC00871,CASE00690,Tanay Kara,69,M,0
VIC00872,CASE00691,Benjamin Krishnan,16,M,0
VIC00873,CASE00691,Jonathan Wadhwa,80,M,0
VIC00874,CASE00692,Devika Sahota,11,F,0
VIC00875,CASE00693,Abeer Konda,22,M,0
VIC00876,CASE00694,Manan Sengupta,66,M,0
VIC00877,CASE00695,Vedant Som,53,M,0
VIC00878,CASE00696,Ojas Narain,14,M,0
VIC00879,CASE00697,Ethan Narasimhan,12,M,0
VIC00880,CASE00697,Sai Ramesh,73,M,0
VIC00881,CASE00698,Ranbir Ahluwalia,45,M,0
VIC00882,CASE00698,Rehaan Shetty,21,M,0
VIC00883,CASE00699,Qarin Choudhary,38,M,0
VIC00884,CASE00700,Thomas Rai,12,M,0
VIC00885,CASE00701,Jeet Ramaswamy,11,M,0
VIC00886,CASE00701,Vedant Konda,78,M,0
VIC00887,CASE00702,Indali Mani,43,F,0
VIC00888,CASE00703,Harshil Manda,42,M,0
VIC00889,CASE00704,Aarini Mander,40,T,0
VIC00890,CASE00704,Rachana Mani,76,F,0
VIC00891,CASE00705,Atharv Lalla,57,M,0
VIC00892,CASE00705,Yug Ahuja,60,M,0
VIC00893,CASE00706,Kevin Rout,44,M,0
VIC00894,CASE00707,Aayush Cheema,51,M,0
VIC00895,CASE00708,William Nadkarni,48,M,0
VIC00896,CASE00708,Hritik Murthy,8,M,0
VIC00897,CASE00709,Vyanjana Deo,44,F,0
VIC00898,CASE00709,Laksh Sama,33,M,0
VIC00899,CASE00710,Ganga Misra,8,F,0
VIC00900,CASE00711,Karan Magar,52,M,0
VIC00901,CASE00711,Raghav Thaman,56,M,0
VIC00902,CASE00712,Xalak Venkataraman,28,F,0
VIC00903,CASE00712,Udant Mishra,48,M,0
VIC00904,CASE00713,Ekbal Acharya,55,M,0
VIC00905,CASE00714,Krish Sunder,49,M,0
VIC00906,CASE00715,Suhani Zachariah,6,F,0
VIC00907,CASE00716,Tanay Narang,28,M,0
VIC00908,CASE00716,Farhan Khosla,24,M,0
VIC00909,CASE00717,Jacob Dutta,62,M,0
VIC00910,CASE00718,Odika Yogi,66,F,0
VIC00911,CASE00718,Praneel Dua,65,M,0
VIC00912,CASE00719,Siddharth Sandal,45,M,0
VIC00913,CASE00720,Samar Jain,18,M,0
VIC00914,CASE00721,Yug Bahl,17,M,0
VIC00915,CASE00722,Gabriel Jayaraman,69,M,0
VIC00916,CASE00723,Naveen Chacko,71,M,0
VIC00917,CASE00724,Gaurangi Sen,5,T,0
VIC00918,CASE00724,Dakshesh Sant,73,M,0
VIC00919,CASE00725,Gabriel Buch,80,M,0
VIC00920,CASE00726,David Chauhan,68,M,0
VIC00921,CASE00726,Saumya Date,21,T,0
VIC00922,CASE00727,Mekhala Srivastava,27,F,0
VIC00923,CASE00728,Simon Halder,6,M,0
VIC00924,CASE00729,Indrajit Dyal,57,M,0
VIC00925,CASE00730,Netra Chandra,59,F,0
VIC00926,CASE00731,Ekavir Sunder,19,M,0
VIC00927,CASE00732,Aarnav Bhardwaj,72,M,0
VIC00928,CASE00733,Onveer Date,66,M,0
VIC00929,CASE00734,Brijesh Kala,49,M,0
VIC00930,CASE00735,Diya Brahmbhatt,73,F,0
VIC00931,CASE00735,Wyatt Devan,75,M,0
VIC00932,CASE00736,Nisha Cheema,26,F,0
VIC00933,CASE00737,Suhani Palla,70,F,0
VIC00934,CASE00738,William Dube,20,M,0
VIC00935,CASE00739,Jackson Saha,37,M,0
VIC00936,CASE00740,Lajita Din,39,F,0
VIC00937,CASE00741,George Mangal,59,M,0
VIC00938,CASE00742,Naksh Mannan,52,M,0
VIC00939,CASE00743,Ryan Bedi,48,M,0
VIC00940,CASE00744,Ladli Doshi,14,F,0
VIC00941,CASE00745,Tarak Sem,29,M,0
VIC00942,CASE00746,Eiravati Chokshi,62,F,0
VIC00943,CASE00747,Wyatt Jani,67,M,0
VIC00944,CASE00748,Qasim Munshi,55,M,0
VIC00945,CASE00749,Fitan Roy,42,M,0
VIC00946,CASE00750,Samesh Tella,8,M,0
VIC00947,CASE00751,Amruta Sule,76,F,0
VIC00948,CASE00752,Balvan Sachdeva,14,M,0
VIC00949,CASE00752,Vrishti Shroff,50,F,0
VIC00950,CASE00753,Baljiwan Sarraf,12,M,0
VIC00951,CASE00754,Yash Kurian,54,M,0
VIC00952,CASE00755,Vyanjana Cheema,37,F,0
VIC00953,CASE00756,Bakhshi Dyal,29,M,0
VIC00954,CASE00757,Indrajit Mallick,34,M,0
VIC00955,CASE00758,Nachiket Issac,69,M,0
VIC00956,CASE00759,Anay Balan,34,M,0
VIC00957,CASE00760,Netra Nair,44,F,0
VIC00958,CASE00761,Bachittar Murty,18,M,0
VIC00959,CASE00762,Darsh Bhasin,55,M,0
VIC00960,CASE00763,Ayush Singhal,41,M,0
VIC00961,CASE00763,Ayush Raj,13,M,0
VIC00962,CASE00764,Zaid Bhasin,27,M,0
VIC00963,CASE00764,Oscar Pingle,37,M,0
VIC00964,CASE00765,Qasim Om,59,M,0
VIC00965,CASE00766,Amrita Vaidya,31,F,0
VIC00966,CASE00767,Chatura Jayaraman,65,M,0
VIC00967,CASE00768,Patrick Mistry,75,M,0
VIC00968,CASE00769,Anmol Bhattacharyya,46,M,0
VIC00969,CASE00770,Udant Sandal,20,M,0
VIC00970,CASE00771,Lohit Jha,69,M,0
VIC00971,CASE00772,Anjali Sinha,54,F,0
VIC00972,CASE00773,Nikita Loyal,72,F,0
VIC00973,CASE00773,Maanas Dhawan,24,M,0
VIC00974,CASE00774,Fiyaz Chatterjee,45,M,0
VIC00975,CASE00775,Dhruv Soman,22,M,0
VIC00976,CASE00775,Bishakha Dua,18,F,0
VIC00977,CASE00776,Eshana Brahmbhatt,22,F,0
VIC00978,CASE00777,Michael Muni,9,M,0
VIC00979,CASE00778,Ria Parmar,74,F,0
VIC00980,CASE00779,Qarin Borra,27,M,0
VIC00981,CASE00779,Maanas Bir,31,M,0
VIC00982,CASE00780,Abhimanyu Gupta,25,M,0
VIC00983,CASE00781,Umang Dara,18,M,0
VIC00984,CASE00782,Avni Anne,75,F,0
VIC00985,CASE00783,Dhruv Gopal,25,M,0
VIC00986,CASE00783,Deepa Sankaran,77,F,0
VIC00987,CASE00784,Charvi Dora,71,F,0
VIC00988,CASE00785,Rachit Modi,76,M,0
VIC00989,CASE00786,Anay Chowdhury,20,M,0
VIC00990,CASE00787,Vasana Gour,6,F,0
VIC00991,CASE00788,Ekalinga Nadkarni,5,M,0
VIC00992,CASE00789,Nicholas Sanghvi,71,M,0
VIC00993,CASE00790,Gopal Gandhi,53,M,0
VIC00994,CASE00790,Jatin Goyal,8,M,0
VIC00995,CASE00791,Indrajit Datta,20,M,0
VIC00996,CASE00791,Noah Shankar,15,M,0
VIC00997,CASE00792,Farhan Saraf,54,M,0
VIC00998,CASE00793,Reyansh Kalita,35,M,0
VIC00999,CASE00794,Madhavi Boase,36,F,0
VIC01000,CASE00795,Hardik Arora,11,M,0
VIC01001,CASE00796,Oliver Sen,75,M,0
VIC01002,CASE00796,Hritik Natt,29,M,0
VIC01003,CASE00797,Upkaar Ramanathan,80,M,0
VIC01004,CASE00798,Wakeeta Wable,17,F,0
VIC01005,CASE00799,Dalbir Kalita,7,M,0
VIC01006,CASE00800,Harini Grewal,56,F,0
VIC01007,CASE00800,Yashica Uppal,5,F,0
VIC01008,CASE00801,Siya Lal,40,F,0
VIC01009,CASE00802,Amaira Kota,80,F,0
VIC01010,CASE00803,Ranbir Sundaram,14,M,0
VIC01011,CASE00803,Gaurang Buch,10,M,0
VIC01012,CASE00804,Dhruv Balan,54,M,0
VIC01013,CASE00804,Zayan Sagar,16,M,0
VIC01014,CASE00805,Tejas Bhatnagar,55,M,0
VIC01015,CASE00806,Jatin Deep,16,M,0
VIC01016,CASE00807,Wridesh Dash,33,M,0
VIC01017,CASE00808,Nakul Kohli,62,M,0
VIC01018,CASE00809,Benjamin Bandi,80,M,0
VIC01019,CASE00810,Chandran Gade,65,M,0
VIC01020,CASE00811,Gopal Garg,6,M,0
VIC01021,CASE00812,Yug Guha,29,M,0
VIC01022,CASE00813,Samuel Baral,30,M,0
VIC01023,CASE00813,Shivansh Nadkarni,23,M,0
VIC01024,CASE00814,Laksh Kala,77,M,0
VIC01025,CASE00814,Harshil Bath,56,M,0
VIC01026,CASE00815,Ekapad Kara,63,M,0
VIC01027,CASE00816,Nathaniel Dixit,74,M,0
VIC01028,CASE00817,Sathvik Sidhu,71,M,0
VIC01029,CASE00817,Zinal Viswanathan,77,F,0
