EmployeeID,DistrictID,UnitID,RankID,DesignationID,KGID,FirstName,EmployeeDOB,GenderID,BloodGroupID,PhysicallyChallenged,AppointmentDate
EMP0223,DIST0013,UNIT0083,RNK06,DSG02,KGID64373765,Naksh,1990-11-11,F,O+,0,2016-12-30
EMP0224,DIST0004,UNIT0021,RNK03,DSG02,KGID78171637,Tanay,1995-01-24,M,B+,0,2016-02-20
EMP0225,DIST0026,UNIT0161,RNK03,DSG01,KGID84901333,Balveer,1997-06-15,M,A-,0,2006-01-26
EMP0226,DIST0006,UNIT0040,RNK02,DSG03,KGID84317846,Sathvik,1969-01-13,M,O-,0,2015-07-08
EMP0227,DIST0002,UNIT0008,RNK01,DSG01,KGID78041589,Naveen,1979-10-12,M,O+,0,2019-01-16
EMP0228,DIST0028,UNIT0167,RNK02,DSG04,KGID89841783,Girindra,1998-04-24,M,B-,0,2015-10-26
EMP0229,DIST0023,UNIT0140,RNK03,DSG03,KGID59704104,Chatresh,1999-04-14,F,B-,0,2001-12-04
EMP0230,DIST0017,UNIT0104,RNK03,DSG04,KGID78151313,Siya,2003-06-14,M,AB+,0,2018-12-12
EMP0231,DIST0018,UNIT0107,RNK04,DSG04,KGID24375894,Pratyush,1977-12-30,M,O+,0,2007-03-11
EMP0232,DIST0030,UNIT0184,RNK03,DSG03,KGID74460371,Gagan,1998-06-01,M,O+,0,2009-01-19
EMP0233,DIST0021,UNIT0132,RNK05,DSG01,KGID96663342,Yatan,1984-10-11,M,O+,0,2025-07-04
EMP0234,DIST0019,UNIT0116,RNK02,DSG02,KGID49510631,Mugdha,1996-07-26,M,AB+,0,2012-02-08
EMP0235,DIST0026,UNIT0158,RNK04,DSG02,KGID72576707,Rushil,1996-11-08,F,O-,0,2007-05-10
EMP0236,DIST0013,UNIT0084,RNK05,DSG03,KGID39548085,Meera,1970-06-06,M,A-,0,2012-08-20
EMP0237,DIST0020,UNIT0120,RNK04,DSG03,KGID76418076,Isaac,1970-10-05,M,AB+,0,2008-06-28
EMP0238,DIST0021,UNIT0130,RNK04,DSG02,KGID76693446,Teerth,1981-11-06,M,A+,0,2008-11-20
EMP0239,DIST0012,UNIT0073,RNK04,DSG04,KGID67224079,Alexander,1981-07-11,M,A+,0,2022-12-18
EMP0240,DIST0018,UNIT0111,RNK02,DSG03,KGID91045104,Saksham,1981-08-15,M,O+,0,2007-01-04
EMP0241,DIST0002,UNIT0012,RNK04,DSG01,KGID59500456,Gunbir,1971-04-25,M,A-,0,2012-01-14
EMP0242,DIST0012,UNIT0074,RNK01,DSG04,KGID68894799,Daniel,1970-02-10,M,O+,0,2024-01-29
EMP0243,DIST0026,UNIT0160,RNK06,DSG01,KGID93109999,Ekanta,1993-02-15,M,O+,0,2014-07-13
EMP0244,DIST0014,UNIT0087,RNK05,DSG03,KGID57463918,Yagnesh,1974-10-14,M,A-,0,2016-09-09
EMP0245,DIST0017,UNIT0103,RNK05,DSG01,KGID89125363,Janaki,1984-02-06,M,O+,0,2002-04-20
EMP0246,DIST0020,UNIT0122,RNK05,DSG04,KGID48794262,Yashodhara,2000-01-26,F,B+,0,2010-05-23
EMP0247,DIST0013,UNIT0084,RNK05,DSG03,KGID99227469,Unnati,2003-06-11,T,B-,0,2018-01-28
EMP0248,DIST0012,UNIT0077,RNK05,DSG03,KGID70731410,Gopal,1984-07-22,M,AB+,0,2010-12-20
EMP0249,DIST0030,UNIT0182,RNK05,DSG03,KGID60790561,Gagan,1995-06-21,M,O+,0,2021-01-09
EMP0250,DIST0028,UNIT0173,RNK01,DSG04,KGID65506359,Darpan,1973-03-21,F,B-,0,2022-08-15
EMP0251,DIST0029,UNIT0177,RNK06,DSG01,KGID27035592,Manbir,1998-12-21,M,B-,0,2015-04-24
EMP0252,DIST0024,UNIT0149,RNK05,DSG02,KGID98628571,Anirudh,1983-01-20,M,B+,0,2018-03-06
EMP0253,DIST0022,UNIT0135,RNK06,DSG04,KGID63994065,Deepa,1998-05-03,M,A+,0,2006-06-06
EMP0254,DIST0024,UNIT0147,RNK06,DSG01,KGID43285257,Niharika,1996-05-10,M,AB+,0,2010-04-14
EMP0255,DIST0006,UNIT0039,RNK04,DSG02,KGID51510477,Isaiah,1975-11-22,M,AB+,0,2006-02-14
EMP0256,DIST0031,UNIT0189,RNK06,DSG01,KGID80503911,Arjun,1980-11-13,M,A-,0,2013-12-06
EMP0257,DIST0013,UNIT0084,RNK06,DSG04,KGID53371920,Chakradev,1971-01-29,M,B+,0,2005-12-27
EMP0258,DIST0020,UNIT0118,RNK05,DSG03,KGID61871598,Dev,1968-11-27,M,O-,0,2017-11-18
EMP0259,DIST0030,UNIT0185,RNK06,DSG03,KGID62283939,Gautam,1976-12-13,M,B+,0,2024-02-09
EMP0260,DIST0012,UNIT0072,RNK05,DSG03,KGID63836768,Hitesh,1999-01-19,F,O+,0,2020-04-13
