ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
ARR00238,CASE00611,Arrest,2025-09-02,ST01,DIST0011,UNIT0069,EMP0127,,ACC01121,1,0
ARR00239,CASE00612,Arrest,2026-05-20,ST01,DIST0013,UNIT0083,EMP0156,,ACC01124,1,0
ARR00240,CASE00624,Surrender,2025-11-08,ST01,DIST0023,UNIT0137,EMP0171,,ACC01142,1,0
ARR00241,CASE00625,Surrender,2025-09-14,ST01,DIST0013,UNIT0083,EMP0223,,ACC01143,1,0
ARR00242,CASE00628,Surrender,2026-04-23,ST01,DIST0003,UNIT0013,EMP0104,,ACC01147,1,0
ARR00243,CASE00632,Arrest,2025-10-09,ST01,DIST0011,UNIT0070,EMP0100,,ACC01155,1,0
ARR00244,CASE00633,Arrest,2026-06-05,ST01,DIST0030,UNIT0182,EMP0249,,ACC01156,1,0
ARR00245,CASE00634,Surrender,2026-06-29,ST01,DIST0001,UNIT0003,EMP0076,,ACC01157,1,0
ARR00246,CASE00636,Surrender,2026-04-24,ST01,DIST0003,UNIT0016,EMP0102,,ACC01165,1,0
ARR00247,CASE00639,Surrender,2026-04-24,ST01,DIST0003,UNIT0015,EMP0136,,ACC01169,1,0
ARR00248,CASE00642,Surrender,2025-11-21,ST01,DIST0021,UNIT0130,EMP0238,,ACC01172,1,0
ARR00249,CASE00643,Surrender,2025-09-12,ST01,DIST0019,UNIT0114,EMP0202,,ACC01173,1,0
ARR00250,CASE00645,Arrest,2025-08-20,ST01,DIST0012,UNIT0072,EMP0260,,ACC01178,1,0
ARR00251,CASE00646,Surrender,2026-01-09,ST01,DIST0005,UNIT0027,EMP0124,,ACC01180,1,0
ARR00252,CASE00647,Surrender,2025-09-12,ST01,DIST0027,UNIT0166,EMP0161,,ACC01182,1,0
ARR00253,CASE00649,Surrender,2026-04-23,ST01,DIST0009,UNIT0058,EMP0114,,ACC01186,1,0
ARR00254,CASE00650,Surrender,2025-09-26,ST01,DIST0021,UNIT0126,EMP0212,,ACC01189,1,0
ARR00255,CASE00651,Arrest,2026-05-30,ST01,DIST0022,UNIT0134,EMP0159,,ACC01191,1,0
ARR00256,CASE00655,Arrest,2025-12-11,ST01,DIST0023,UNIT0142,EMP0176,,ACC01199,1,0
ARR00257,CASE00658,Surrender,2026-04-27,ST01,DIST0003,UNIT0018,EMP0120,,ACC01205,1,0
ARR00258,CASE00661,Surrender,2026-08-03,ST01,DIST0005,UNIT0032,EMP0184,,ACC01208,1,0
ARR00259,CASE00668,Surrender,2025-10-28,ST01,DIST0013,UNIT0083,EMP0223,,ACC01219,1,0
ARR00260,CASE00669,Surrender,2026-07-19,ST01,DIST0003,UNIT0017,EMP0185,,ACC01221,1,0
ARR00261,CASE00670,Arrest,2025-08-23,ST01,DIST0013,UNIT0083,EMP0156,,ACC01222,1,0
ARR00262,CASE00671,Surrender,2025-09-13,ST01,DIST0005,UNIT0027,EMP0157,,ACC01227,1,0
ARR00263,CASE00672,Surrender,2025-09-08,ST01,DIST0013,UNIT0080,EMP0164,,ACC01228,1,0
ARR00264,CASE00677,Surrender,2026-06-10,ST01,DIST0029,UNIT0179,EMP0053,,ACC01240,1,0
ARR00265,CASE00681,Surrender,2025-12-28,ST01,DIST0008,UNIT0054,EMP0178,,ACC01249,1,0
ARR00266,CASE00682,Surrender,2026-06-05,ST01,DIST0013,UNIT0080,EMP0006,,ACC01250,1,0
ARR00267,CASE00698,Arrest,2026-05-26,ST01,DIST0010,UNIT0061,EMP0070,,ACC01281,1,0
ARR00268,CASE00707,Surrender,2026-06-04,ST01,DIST0011,UNIT0071,EMP0027,,ACC01298,1,0
ARR00269,CASE00714,Surrender,2025-10-01,ST01,DIST0003,UNIT0018,EMP0129,,ACC01310,1,0
ARR00270,CASE00716,Arrest,2025-12-13,ST01,DIST0011,UNIT0070,EMP0043,,ACC01314,1,0
ARR00271,CASE00717,Arrest,2026-08-09,ST01,DIST0010,UNIT0063,EMP0014,,ACC01315,1,0
ARR00272,CASE00718,Surrender,2025-10-30,ST01,DIST0011,UNIT0068,EMP0240,,ACC01317,1,0
ARR00273,CASE00720,Surrender,2026-04-30,ST01,DIST0011,UNIT0068,EMP0075,,ACC01320,1,0
ARR00274,CASE00727,Arrest,2026-04-05,ST01,DIST0013,UNIT0084,EMP0236,,ACC01331,1,0
ARR00275,CASE00728,Arrest,2026-07-15,ST01,DIST0005,UNIT0030,EMP0258,,ACC01332,1,0
ARR00276,CASE00730,Arrest,2026-02-01,ST01,DIST0005,UNIT0031,EMP0224,,ACC01335,1,0
ARR00277,CASE00736,Arrest,2026-03-01,ST01,DIST0017,UNIT0100,EMP0189,,ACC01347,1,0
ARR00278,CASE00738,Surrender,2025-12-17,ST01,DIST0013,UNIT0081,EMP0209,,ACC01349,1,0
ARR00279,CASE00739,Surrender,2026-05-29,ST01,DIST0013,UNIT0081,EMP0209,,ACC01350,1,0
ARR00280,CASE00741,Arrest,2025-09-20,ST01,DIST0004,UNIT0024,EMP0055,,ACC01352,1,0
ARR00281,CASE00742,Arrest,2025-11-08,ST01,DIST0005,UNIT0032,EMP0184,,ACC01354,1,0
ARR00282,CASE00745,Arrest,2025-09-04,ST01,DIST0011,UNIT0069,EMP0127,,ACC01357,1,0
ARR00283,CASE00746,Arrest,2025-10-02,ST01,DIST0013,UNIT0082,EMP0063,,ACC01358,1,0
ARR00284,CASE00748,Arrest,2026-07-28,ST01,DIST0003,UNIT0017,EMP0185,,ACC01362,1,0
ARR00285,CASE00749,Arrest,2025-09-17,ST01,DIST0003,UNIT0018,EMP0120,,ACC01364,1,0
ARR00286,CASE00750,Arrest,2026-01-06,ST01,DIST0005,UNIT0029,EMP0110,,ACC01366,1,0
ARR00287,CASE00753,Arrest,2026-03-13,ST01,DIST0003,UNIT0018,EMP0120,,ACC01369,1,0
ARR00288,CASE00759,Surrender,2026-03-08,ST01,DIST0003,UNIT0017,EMP0185,,ACC01380,1,0
ARR00289,CASE00762,Surrender,2026-08-07,ST01,DIST0003,UNIT0019,EMP0077,,ACC01386,1,0
ARR00290,CASE00763,Surrender,2025-12-05,ST01,DIST0009,UNIT0057,EMP0020,,ACC01387,1,0
ARR00291,CASE00764,Surrender,2026-03-01,ST01,DIST0024,UNIT0148,EMP0045,,ACC01388,1,0
ARR00292,CASE00766,Surrender,2026-06-14,ST01,DIST0005,UNIT0027,EMP0157,,ACC01393,1,0
ARR00293,CASE00767,Surrender,2025-12-16,ST01,DIST0011,UNIT0069,EMP0127,,ACC01394,1,0
ARR00294,CASE00768,Surrender,2026-01-19,ST01,DIST0011,UNIT0071,EMP0115,,ACC01397,1,0
ARR00295,CASE00769,Surrender,2026-03-15,ST01,DIST0003,UNIT0019,EMP0077,,ACC01398,1,0
ARR00296,CASE00772,Arrest,2026-06-10,ST01,DIST0005,UNIT0026,EMP0035,,ACC01402,1,0
ARR00297,CASE00773,Surrender,2026-06-11,ST01,DIST0004,UNIT0025,EMP0172,,ACC01404,1,0
ARR00298,CASE00774,Surrender,2026-06-24,ST01,DIST0011,UNIT0068,EMP0171,,ACC01406,1,0
ARR00299,CASE00775,Surrender,2026-07-30,ST01,DIST0011,UNIT0070,EMP0211,,ACC01407,1,0
ARR00300,CASE00781,Arrest,2026-05-09,ST01,DIST0022,UNIT0135,EMP0135,,ACC01414,1,0
ARR00301,CASE00786,Arrest,2026-03-05,ST01,DIST0002,UNIT0007,EMP0108,,ACC01421,1,0
ARR00302,CASE00788,Surrender,2026-01-31,ST01,DIST0005,UNIT0027,EMP0157,,ACC01426,1,0
ARR00303,CASE00789,Arrest,2026-04-20,ST01,DIST0028,UNIT0173,EMP0250,,ACC01427,1,0
ARR00304,CASE00790,Arrest,2025-11-06,ST01,DIST0005,UNIT0028,EMP0125,,ACC01428,1,0
ARR00305,CASE00791,Surrender,2026-06-29,ST01,DIST0005,UNIT0026,EMP0168,,ACC01431,1,0
ARR00306,CASE00793,Surrender,2026-03-31,ST01,DIST0028,UNIT0169,EMP0103,,ACC01434,1,0
ARR00307,CASE00794,Surrender,2025-09-14,ST01,DIST0017,UNIT0101,EMP0238,,ACC01436,1,0
ARR00308,CASE00799,Arrest,2025-09-28,ST01,DIST0003,UNIT0013,EMP0104,,ACC01447,1,0
ARR00309,CASE00803,Surrender,2026-04-19,ST01,DIST0028,UNIT0172,EMP0139,,ACC01453,1,0
ARR00310,CASE00804,Surrender,2026-04-05,ST01,DIST0013,UNIT0084,EMP0236,,ACC01456,1,0
ARR00311,CASE00805,Arrest,2025-10-26,ST01,DIST0019,UNIT0113,EMP0151,,ACC01458,1,0
ARR00312,CASE00810,Arrest,2026-01-05,ST01,DIST0011,UNIT0070,EMP0255,,ACC01466,1,0
ARR00313,CASE00811,Arrest,2025-11-14,ST01,DIST0002,UNIT0007,EMP0108,,ACC01469,1,0
ARR00314,CASE00812,Arrest,2026-03-13,ST01,DIST0018,UNIT0111,EMP0240,,ACC01471,1,0
ARR00315,CASE00821,Arrest,2025-09-24,ST01,DIST0025,UNIT0156,EMP0133,,ACC01488,1,0
ARR00316,CASE00822,Surrender,2026-06-07,ST01,DIST0031,UNIT0187,EMP0112,,ACC01490,1,0
ARR00317,CASE00825,Arrest,2025-09-06,ST01,DIST0025,UNIT0156,EMP0133,,ACC01494,1,0
ARR00318,CASE00826,Arrest,2025-09-27,ST01,DIST0005,UNIT0030,EMP0112,,ACC01497,1,0
ARR00319,CASE00828,Surrender,2025-08-30,ST01,DIST0013,UNIT0081,EMP0209,,ACC01503,1,0
ARR00320,CASE00829,Surrender,2026-05-24,ST01,DIST0002,UNIT0005,EMP0166,,ACC01505,1,0
ARR00321,CASE00830,Surrender,2025-12-30,ST01,DIST0003,UNIT0015,EMP0222,,ACC01506,1,0
ARR00322,CASE00831,Surrender,2025-11-20,ST01,DIST0013,UNIT0080,EMP0164,,ACC01507,1,0
ARR00323,CASE00832,Surrender,2025-11-27,ST01,DIST0003,UNIT0017,EMP0185,,ACC01508,1,0
ARR00324,CASE00834,Arrest,2025-09-28,ST01,DIST0003,UNIT0016,EMP0102,,ACC01510,1,0
ARR00325,CASE00835,Surrender,2025-12-18,ST01,DIST0014,UNIT0085,EMP0106,,ACC01511,1,0
ARR00326,CASE00836,Surrender,2025-11-11,ST01,DIST0005,UNIT0030,EMP0186,,ACC01512,1,0
ARR00327,CASE00838,Surrender,2026-02-15,ST01,DIST0003,UNIT0017,EMP0185,,ACC01515,1,0
ARR00328,CASE00839,Arrest,2026-07-25,ST01,DIST0030,UNIT0183,EMP0180,,ACC01518,1,0
ARR00329,CASE00848,Arrest,2025-12-09,ST01,DIST0022,UNIT0135,EMP0253,,ACC01536,1,0
ARR00330,CASE00849,Arrest,2025-12-17,ST01,DIST0003,UNIT0017,EMP0185,,ACC01537,1,0
ARR00331,CASE00852,Arrest,2026-04-07,ST01,DIST0011,UNIT0068,EMP0096,,ACC01543,1,0
ARR00332,CASE00854,Arrest,2026-05-01,ST01,DIST0013,UNIT0082,EMP0063,,ACC01545,1,0
ARR00333,CASE00855,Surrender,2025-08-19,ST01,DIST0005,UNIT0028,EMP0125,,ACC01546,1,0
ARR00334,CASE00858,Surrender,2026-05-26,ST01,DIST0018,UNIT0109,EMP0123,,ACC01552,1,0
ARR00335,CASE00862,Surrender,2025-09-17,ST01,DIST0002,UNIT0010,EMP0153,,ACC01558,1,0
ARR00336,CASE00863,Surrender,2026-01-12,ST01,DIST0022,UNIT0133,EMP0199,,ACC01560,1,0
ARR00337,CASE00873,Surrender,2025-12-14,ST01,DIST0023,UNIT0141,EMP0049,,ACC01582,1,0
ARR00338,CASE00874,Surrender,2026-05-12,ST01,DIST0016,UNIT0096,EMP0208,,ACC01583,1,0
ARR00339,CASE00876,Arrest,2026-06-17,ST01,DIST0003,UNIT0015,EMP0136,,ACC01587,1,0
ARR00340,CASE00881,Arrest,2025-09-24,ST01,DIST0003,UNIT0014,EMP0052,,ACC01595,1,0
ARR00341,CASE00882,Surrender,2026-06-17,ST01,DIST0005,UNIT0031,EMP0163,,ACC01596,1,0
ARR00342,CASE00883,Surrender,2025-11-16,ST01,DIST0018,UNIT0112,EMP0140,,ACC01597,1,0
ARR00343,CASE00887,Surrender,2026-06-03,ST01,DIST0020,UNIT0121,EMP0029,,ACC01605,1,0
ARR00344,CASE00889,Surrender,2026-04-20,ST01,DIST0022,UNIT0136,EMP0100,,ACC01608,1,0
ARR00345,CASE00891,Surrender,2025-08-31,ST01,DIST0021,UNIT0129,EMP0174,,ACC01612,1,0
ARR00346,CASE00894,Surrender,2025-09-16,ST01,DIST0013,UNIT0084,EMP0236,,ACC01617,1,0
ARR00347,CASE00896,Arrest,2026-03-03,ST01,DIST0011,UNIT0069,EMP0127,,ACC01623,1,0
ARR00348,CASE00898,Surrender,2025-12-14,ST01,DIST0011,UNIT0068,EMP0096,,ACC01627,1,0
ARR00349,CASE00901,Surrender,2026-03-12,ST01,DIST0005,UNIT0026,EMP0101,,ACC01632,1,0
ARR00350,CASE00903,Surrender,2026-07-18,ST01,DIST0024,UNIT0146,EMP0131,,ACC01634,1,0
ARR00351,CASE00907,Arrest,2025-10-08,ST01,DIST0012,UNIT0073,EMP0162,,ACC01640,1,0
ARR00352,CASE00915,Arrest,2026-05-16,ST01,DIST0013,UNIT0080,EMP0164,,ACC01655,1,0
ARR00353,CASE00916,Surrender,2026-02-23,ST01,DIST0003,UNIT0013,EMP0104,,ACC01656,1,0
ARR00354,CASE00917,Surrender,2026-06-10,ST01,DIST0003,UNIT0016,EMP0102,,ACC01658,1,0
ARR00355,CASE00918,Surrender,2025-11-22,ST01,DIST0005,UNIT0029,EMP0052,,ACC01660,1,0
ARR00356,CASE00919,Surrender,2025-10-19,ST01,DIST0013,UNIT0084,EMP0094,,ACC01661,1,0
ARR00357,CASE00920,Surrender,2026-07-14,ST01,DIST0026,UNIT0158,EMP0203,,ACC01664,1,0
ARR00358,CASE00923,Arrest,2025-12-08,ST01,DIST0025,UNIT0156,EMP0133,,ACC01667,1,0
ARR00359,CASE00928,Arrest,2026-04-16,ST01,DIST0031,UNIT0189,EMP0256,,ACC01674,1,0
ARR00360,CASE00929,Surrender,2025-11-25,ST01,DIST0029,UNIT0176,EMP0192,,ACC01676,1,0
ARR00361,CASE00934,Surrender,2026-04-05,ST01,DIST0003,UNIT0013,EMP0104,,ACC01684,1,0
ARR00362,CASE00937,Surrender,2026-06-22,ST01,DIST0003,UNIT0016,EMP0102,,ACC01691,1,0
ARR00363,CASE00938,Surrender,2025-10-11,ST01,DIST0022,UNIT0136,EMP0058,,ACC01692,1,0
ARR00364,CASE00939,Arrest,2026-06-11,ST01,DIST0003,UNIT0016,EMP0102,,ACC01694,1,0
ARR00365,CASE00940,Arrest,2025-11-29,ST01,DIST0014,UNIT0085,EMP0106,,ACC01695,1,0
ARR00366,CASE00941,Arrest,2025-11-22,ST01,DIST0024,UNIT0145,EMP0082,,ACC01696,1,0
ARR00367,CASE00942,Arrest,2025-12-27,ST01,DIST0005,UNIT0028,EMP0093,,ACC01698,1,0
ARR00368,CASE00945,Arrest,2025-09-11,ST01,DIST0005,UNIT0026,EMP0035,,ACC01705,1,0
ARR00369,CASE00949,Surrender,2025-11-30,ST01,DIST0005,UNIT0026,EMP0168,,ACC01709,1,0
ARR00370,CASE00950,Arrest,2025-08-23,ST01,DIST0003,UNIT0016,EMP0102,,ACC01710,1,0
ARR00371,CASE00951,Surrender,2025-09-16,ST01,DIST0005,UNIT0029,EMP0100,,ACC01712,1,0
ARR00372,CASE00955,Arrest,2026-07-20,ST01,DIST0010,UNIT0060,EMP0164,,ACC01720,1,0
ARR00373,CASE00956,Arrest,2025-12-25,ST01,DIST0003,UNIT0019,EMP0077,,ACC01722,1,0
ARR00374,CASE00957,Arrest,2026-01-08,ST01,DIST0011,UNIT0069,EMP0127,,ACC01725,1,0
ARR00375,CASE00963,Surrender,2026-05-16,ST01,DIST0006,UNIT0039,EMP0040,,ACC01735,1,0
ARR00376,CASE00968,Surrender,2026-03-26,ST01,DIST0004,UNIT0023,EMP0098,,ACC01745,1,0
ARR00377,CASE00969,Surrender,2025-08-12,ST01,DIST0031,UNIT0190,EMP0155,,ACC01746,1,0
ARR00378,CASE00971,Surrender,2026-03-27,ST01,DIST0013,UNIT0081,EMP0209,,ACC01749,1,0
ARR00379,CASE00974,Arrest,2026-06-15,ST01,DIST0016,UNIT0097,EMP0107,,ACC01755,1,0
ARR00380,CASE00977,Arrest,2026-07-05,ST01,DIST0022,UNIT0136,EMP0034,,ACC01760,1,0
ARR00381,CASE00979,Surrender,2026-07-03,ST01,DIST0011,UNIT0069,EMP0127,,ACC01764,1,0
ARR00382,CASE00986,Arrest,2025-10-16,ST01,DIST0005,UNIT0027,EMP0157,,ACC01778,1,0
ARR00383,CASE00987,Surrender,2025-11-25,ST01,DIST0006,UNIT0034,EMP0169,,ACC01779,1,0
ARR00384,CASE00989,Surrender,2025-09-14,ST01,DIST0024,UNIT0148,EMP0186,,ACC01784,1,0
ARR00385,CASE00990,Arrest,2025-09-06,ST01,DIST0003,UNIT0018,EMP0129,,ACC01785,1,0
ARR00386,CASE00994,Arrest,2026-07-04,ST01,DIST0016,UNIT0093,EMP0188,,ACC01797,1,0
ARR00387,CASE00999,Surrender,2026-01-01,ST01,DIST0003,UNIT0017,EMP0185,,ACC01806,1,0
ARR00388,CASE01003,Surrender,2026-04-19,ST01,DIST0012,UNIT0072,EMP0260,,ACC01812,1,0
ARR00389,CASE01005,Arrest,2025-10-19,ST01,DIST0028,UNIT0171,EMP0214,,ACC01814,1,0
ARR00390,CASE01006,Surrender,2025-09-13,ST01,DIST0030,UNIT0184,EMP0193,,ACC01815,1,0
ARR00391,CASE01010,Arrest,2025-11-04,ST01,DIST0031,UNIT0190,EMP0155,,ACC01821,1,0
ARR00392,CASE01011,Surrender,2026-07-11,ST01,DIST0016,UNIT0098,EMP0249,,ACC01822,1,0
ARR00393,CASE01012,Arrest,2026-07-22,ST01,DIST0003,UNIT0019,EMP0077,,ACC01825,1,0
ARR00394,CASE01018,Arrest,2026-04-11,ST01,DIST0024,UNIT0149,EMP0252,,ACC01832,1,0
ARR00395,CASE01020,Surrender,2026-04-01,ST01,DIST0003,UNIT0018,EMP0120,,ACC01834,1,0
ARR00396,CASE01021,Surrender,2026-04-21,ST01,DIST0013,UNIT0084,EMP0094,,ACC01835,1,0
ARR00397,CASE01023,Arrest,2026-08-23,ST01,DIST0026,UNIT0157,EMP0218,,ACC01839,1,0
ARR00398,CASE01025,Surrender,2026-04-13,ST01,DIST0024,UNIT0147,EMP0254,,ACC01842,1,0
ARR00399,CASE01028,Arrest,2025-10-04,ST01,DIST0005,UNIT0031,EMP0192,,ACC01846,1,0
ARR00400,CASE01029,Surrender,2025-11-04,ST01,DIST0005,UNIT0030,EMP0080,,ACC01847,1,0
ARR00401,CASE01030,Arrest,2026-07-16,ST01,DIST0019,UNIT0114,EMP0114,,ACC01848,1,0
ARR00402,CASE01033,Arrest,2026-03-10,ST01,DIST0011,UNIT0069,EMP0127,,ACC01853,1,0
ARR00403,CASE01034,Arrest,2026-07-01,ST01,DIST0027,UNIT0165,EMP0230,,ACC01854,1,0
ARR00404,CASE01035,Arrest,2025-09-05,ST01,DIST0003,UNIT0013,EMP0104,,ACC01857,1,0
ARR00405,CASE01036,Arrest,2026-06-28,ST01,DIST0003,UNIT0014,EMP0051,,ACC01859,1,0
ARR00406,CASE01037,Arrest,2025-12-19,ST01,DIST0011,UNIT0071,EMP0115,,ACC01861,1,0
ARR00407,CASE01040,Arrest,2026-04-28,ST01,DIST0016,UNIT0096,EMP0121,,ACC01866,1,0
ARR00408,CASE01041,Arrest,2026-06-11,ST01,DIST0013,UNIT0081,EMP0209,,ACC01867,1,0
ARR00409,CASE01044,Arrest,2026-06-15,ST01,DIST0013,UNIT0079,EMP0203,,ACC01872,1,0
ARR00410,CASE01047,Arrest,2026-02-08,ST01,DIST0003,UNIT0013,EMP0104,,ACC01881,1,0
ARR00411,CASE01050,Arrest,2026-02-05,ST01,DIST0013,UNIT0083,EMP0109,,ACC01887,1,0
ARR00412,CASE01051,Arrest,2025-12-20,ST01,DIST0026,UNIT0161,EMP0039,,ACC01890,1,0
ARR00413,CASE01053,Arrest,2026-04-25,ST01,DIST0005,UNIT0028,EMP0125,,ACC01895,1,0
ARR00414,CASE01054,Surrender,2026-05-14,ST01,DIST0013,UNIT0083,EMP0109,,ACC01896,1,0
ARR00415,CASE01055,Surrender,2026-04-05,ST01,DIST0019,UNIT0114,EMP0202,,ACC01897,1,0
ARR00416,CASE01056,Arrest,2026-04-28,ST01,DIST0031,UNIT0187,EMP0183,,ACC01898,1,0
ARR00417,CASE01058,Arrest,2026-03-03,ST01,DIST0018,UNIT0111,EMP0240,,ACC01901,1,0
ARR00418,CASE01059,Surrender,2025-10-03,ST01,DIST0008,UNIT0051,EMP0126,,ACC01902,1,0
ARR00419,CASE01061,Surrender,2025-08-10,ST01,DIST0013,UNIT0079,EMP0162,,ACC01905,1,0
ARR00420,CASE01063,Surrender,2026-08-10,ST01,DIST0012,UNIT0072,EMP0260,,ACC01909,1,0
ARR00421,CASE01065,Arrest,2026-07-13,ST01,DIST0004,UNIT0022,EMP0032,,ACC01913,1,0
ARR00422,CASE01069,Arrest,2026-07-30,ST01,DIST0002,UNIT0005,EMP0166,,ACC01918,1,0
ARR00423,CASE01070,Arrest,2026-07-06,ST01,DIST0018,UNIT0109,EMP0123,,ACC01920,1,0
ARR00424,CASE01072,Arrest,2025-07-24,ST01,DIST0003,UNIT0017,EMP0185,,ACC01924,1,0
ARR00425,CASE01077,Surrender,2025-12-31,ST01,DIST0022,UNIT0136,EMP0084,,ACC01931,1,0
ARR00426,CASE01078,Surrender,2025-07-26,ST01,DIST0005,UNIT0027,EMP0124,,ACC01932,1,0
ARR00427,CASE01080,Surrender,2025-12-14,ST01,DIST0022,UNIT0133,EMP0199,,ACC01934,1,0
ARR00428,CASE01082,Surrender,2026-02-16,ST01,DIST0022,UNIT0134,EMP0159,,ACC01938,1,0
ARR00429,CASE01083,Surrender,2026-07-14,ST01,DIST0016,UNIT0098,EMP0008,,ACC01939,1,0
ARR00430,CASE01085,Surrender,2026-07-15,ST01,DIST0013,UNIT0080,EMP0006,,ACC01942,1,0
ARR00431,CASE01087,Arrest,2026-06-14,ST01,DIST0005,UNIT0028,EMP0093,,ACC01945,1,0
ARR00432,CASE01094,Arrest,2025-10-28,ST01,DIST0011,UNIT0070,EMP0217,,ACC01958,1,0
ARR00433,CASE01095,Surrender,2025-09-16,ST01,DIST0013,UNIT0081,EMP0209,,ACC01959,1,0
ARR00434,CASE01103,Arrest,2026-08-16,ST01,DIST0022,UNIT0133,EMP0199,,ACC01977,1,0
ARR00435,CASE01106,Surrender,2026-01-18,ST01,DIST0005,UNIT0029,EMP0147,,ACC01983,1,0
ARR00436,CASE01109,Surrender,2026-08-13,ST01,DIST0013,UNIT0084,EMP0257,,ACC01988,1,0
ARR00437,CASE01110,Arrest,2025-09-09,ST01,DIST0028,UNIT0171,EMP0214,,ACC01990,1,0
ARR00438,CASE01113,Surrender,2025-08-24,ST01,DIST0020,UNIT0122,EMP0019,,ACC01994,1,0
ARR00439,CASE01117,Surrender,2026-03-05,ST01,DIST0030,UNIT0184,EMP0005,,ACC02004,1,0
ARR00440,CASE01118,Arrest,2026-07-24,ST01,DIST0023,UNIT0139,EMP0087,,ACC02005,1,0
ARR00441,CASE01120,Arrest,2026-05-09,ST01,DIST0011,UNIT0071,EMP0115,,ACC02009,1,0
ARR00442,CASE01121,Arrest,2025-09-27,ST01,DIST0024,UNIT0147,EMP0254,,ACC02010,1,0
ARR00443,CASE01122,Arrest,2026-07-04,ST01,DIST0013,UNIT0079,EMP0085,,ACC02012,1,0
ARR00444,CASE01127,Surrender,2025-09-19,ST01,DIST0013,UNIT0079,EMP0022,,ACC02023,1,0
ARR00445,CASE01129,Arrest,2025-12-04,ST01,DIST0011,UNIT0069,EMP0127,,ACC02026,1,0
ARR00446,CASE01132,Arrest,2025-10-31,ST01,DIST0023,UNIT0138,EMP0061,,ACC02030,1,0
ARR00447,CASE01136,Surrender,2026-08-06,ST01,DIST0005,UNIT0028,EMP0125,,ACC02035,1,0
ARR00448,CASE01140,Surrender,2025-12-05,ST01,DIST0022,UNIT0134,EMP0159,,ACC02044,1,0
ARR00449,CASE01144,Arrest,2026-06-08,ST01,DIST0027,UNIT0163,EMP0150,,ACC02052,1,0
ARR00450,CASE01153,Arrest,2026-02-23,ST01,DIST0003,UNIT0014,EMP0051,,ACC02067,1,0
ARR00451,CASE01154,Arrest,2025-12-06,ST01,DIST0003,UNIT0014,EMP0051,,ACC02070,1,0
ARR00452,CASE01156,Surrender,2025-08-17,ST01,DIST0015,UNIT0091,EMP0022,,ACC02073,1,0
ARR00453,CASE01161,Arrest,2026-04-09,ST01,DIST0013,UNIT0083,EMP0223,,ACC02081,1,0
ARR00454,CASE01162,Surrender,2026-06-09,ST01,DIST0013,UNIT0083,EMP0223,,ACC02082,1,0
ARR00455,CASE01163,Surrender,2025-11-17,ST01,DIST0022,UNIT0134,EMP0159,,ACC02086,1,0
ARR00456,CASE01165,Surrender,2025-08-21,ST01,DIST0016,UNIT0098,EMP0047,,ACC02090,1,0
ARR00457,CASE01175,Surrender,2025-11-05,ST01,DIST0013,UNIT0079,EMP0155,,ACC02108,1,0
ARR00458,CASE01180,Arrest,2025-09-28,ST01,DIST0003,UNIT0014,EMP0052,,ACC02117,1,0
ARR00459,CASE01181,Arrest,2026-03-16,ST01,DIST0006,UNIT0040,EMP0226,,ACC02119,1,0
ARR00460,CASE01184,Arrest,2026-01-30,ST01,DIST0003,UNIT0018,EMP0129,,ACC02123,1,0
ARR00461,CASE01185,Surrender,2026-01-21,ST01,DIST0023,UNIT0141,EMP0049,,ACC02124,1,0
ARR00462,CASE01187,Surrender,2026-04-17,ST01,DIST0010,UNIT0066,EMP0004,,ACC02126,1,0
ARR00463,CASE01188,Surrender,2025-08-05,ST01,DIST0021,UNIT0130,EMP0238,,ACC02129,1,0
ARR00464,CASE01189,Surrender,2025-09-13,ST01,DIST0003,UNIT0015,EMP0136,,ACC02130,1,0
ARR00465,CASE01196,Arrest,2026-05-24,ST01,DIST0019,UNIT0116,EMP0178,,ACC02144,1,0
ARR00466,CASE01199,Arrest,2025-09-26,ST01,DIST0008,UNIT0054,EMP0081,,ACC02149,1,0
